id,regime,eta,alpha,theta,sigma,amenity,productivity,wage,employment,epsilon_j,markdown
73729842x,reinverted,0.1,0.8,1.42,0.12,1.5559348903582675,0.3061060871068571,0.32930649792772726,3.6559060830166926e-5,11.829318017643507,1.0845357271237863
73729906x,reinverted,0.1,0.8,1.42,0.12,0.030779312648467498,0.5952221144480486,0.640318192383903,3.655906130223526e-5,11.825283005460458,1.0845645723267883
73729914x,reinverted,0.1,0.8,1.42,0.12,0.5649101221432106,1.3066453233385336,1.0194130349538235,0.00018223285705840832,11.825985331273705,1.0845595501759595
737299166,reinverted,0.1,0.8,1.42,0.12,1.0703904213943558,0.8919557642083923,0.6287032238235561,0.0003025965342528592,11.811111010962318,1.084666040228719
737299473,reinverted,0.1,0.8,1.42,0.12,-0.3697309784935087,0.6905795138255499,0.7181304510799702,4.330842660766943e-5,11.82121360717319,1.0845936832909604
73729981x,reinverted,0.1,0.8,1.42,0.12,-0.1924364481979065,0.6548979412435388,0.8749801931731412,1.2373836103828142e-5,11.828663951333292,1.0845404015292262
737299852,reinverted,0.1,0.8,1.42,0.12,0.09729163621557699,1.665517751919184,0.8223006343595014,0.0017683336745398254,11.380448194870016,1.0878700015040508
737299860,reinverted,0.1,0.8,1.42,0.12,-0.41340805924073154,0.7087077956784485,0.5626432983453974,0.0001400493275945987,8.10124180922478,1.12343786589129
740213538,reinverted,0.1,0.8,1.42,0.12,0.38956134392729863,1.191283979006097,1.0798642579795341,8.605440472173731e-5,11.822733109923401,1.0845828109881506
740350727,reinverted,0.1,0.8,1.42,0.12,-0.16666508244391542,0.533191909972474,0.5690673996732781,3.768395536959411e-5,11.55066401587651,1.086575109329255
740350882,reinverted,0.1,0.8,1.42,0.12,-0.15260296300831358,1.58155388573493,1.1159531005750252,0.0003003467487714648,11.745741623268815,1.0851372379943176
740351172,reinverted,0.1,0.8,1.42,0.12,-1.1415632690752375,0.39323214395345546,0.6812909226804367,3.3746826174765734e-6,11.83030974087892,1.084528640576887
740351543,reinverted,0.1,0.8,1.42,0.12,0.45440161911107313,0.9106583228937211,0.7468816252313213,0.00013723708988012452,10.882070441893424,1.0918942774116067
740351770,reinverted,0.1,0.8,1.42,0.12,0.8088301559598425,0.1517141658812754,0.20269812033768145,1.2373836173840109e-5,11.828311517378225,1.0845429204777701
740351893,reinverted,0.1,0.8,1.42,0.12,-0.07950598668430424,0.8594669214470867,0.8722231895172222,4.8932897271205854e-5,11.826281378943124,1.084557433394111
740352204,reinverted,0.1,0.8,1.42,0.12,-0.12619024800203024,0.841558860003883,0.8008264557178876,6.74936516349964e-5,11.822039798485433,1.0845877714037229
74035279x,reinverted,0.1,0.8,1.42,0.12,-0.12416460656867088,1.853643493779494,0.9845964811112888,0.0012289469080277548,11.427509940933689,1.087508127769635
740352829,reinverted,0.1,0.8,1.42,0.12,0.8038326258766394,0.14967863579562632,0.19821034857633552,1.293628327243862e-5,11.829692580301842,1.0845330504754744
740352837,reinverted,0.1,0.8,1.42,0.12,-0.013833832061952333,1.2841746932520222,0.9713064859320077,0.0002126050019384307,11.801264550189037,1.0847366818824498
740352933,reinverted,0.1,0.8,1.42,0.12,-0.4523263768149545,1.013913269689723,1.0360930594632662,4.724555618995669e-5,11.809365693426672,1.0846785531043908
74035295x,reinverted,0.1,0.8,1.42,0.12,-0.41252186399067303,1.027962183534751,1.0164935043836687,5.5682262652269854e-5,11.80960733069964,1.0846768204900812
740352968,reinverted,0.1,0.8,1.42,0.12,0.07912802596018181,0.7487350310389949,0.7707533062165983,4.5558214746406516e-5,11.81997477470849,1.0846025494182716
740353426,reinverted,0.1,0.8,1.42,0.12,0.5767930353228832,1.3851931268313997,1.01743967611421,0.00024635182528180433,11.823086279135937,1.0845802844021097
740353450,reinverted,0.1,0.8,1.42,0.12,0.29402136412679464,1.0548920357326823,1.1419732838822862,3.5434166649937455e-5,11.831077531519712,1.0845231549988457
740353506,reinverted,0.1,0.8,1.42,0.12,-0.3964611211150976,0.8647807587052615,0.7828008529529503,8.661685321557042e-5,11.807833934221756,1.084689537943261
74035375x,reinverted,0.1,0.8,1.42,0.12,-0.5836886352318654,2.4466909394628233,1.4608118931958212,0.0006912474821564541,11.69608379909543,1.085498703427325
74035404x,reinverted,0.1,0.8,1.42,0.12,-0.022038336879257537,0.9833459954538581,0.8779080875356553,9.280377077793518e-5,11.804376460157686,1.084714343309468
740354170,reinverted,0.1,0.8,1.42,0.12,1.8172764025589867,0.10549116532989193,0.19821034857633552,2.249788358739059e-6,11.83324279452462,1.0845076888359555
740354429,reinverted,0.1,0.8,1.42,0.12,-0.2678080876038814,2.2313097830223882,1.3776845862146316,0.0005849449794643573,11.720421974143912,1.0853211601259811
740354648,reinverted,0.1,0.8,1.42,0.12,-0.6431752677699288,2.0062245708566175,1.7133894916165935,0.0001158641015844465,11.808036300160932,1.0846880865353006
740354672,reinverted,0.1,0.8,1.42,0.12,1.331142798703333,0.18194437233992206,0.21259732423114083,2.4185225112244827e-5,11.829965669430758,1.084531099070224
740355042,reinverted,0.1,0.8,1.42,0.12,0.7941740154004064,0.7377917746001662,0.7225018793000171,5.8494497326880835e-5,11.829609470021959,1.0845336443721285
740355392,reinverted,0.1,0.8,1.42,0.12,-0.0694889990949774,2.6747535507648283,1.9365001737229308,0.0002643501321530873,11.774467690677229,1.0849295294080918
74035607x,reinverted,0.1,0.8,1.42,0.12,-0.19438172764423217,0.3361207822650068,0.45708426481685194,1.1248941946491724e-5,11.62177750635305,1.0860453574724993
740356184,reinverted,0.1,0.8,1.42,0.12,0.0365260103810261,0.46148760707705483,0.48114133138616005,4.2745979509269e-5,11.816868303393619,1.0846247901157378
740356360,reinverted,0.1,0.8,1.42,0.12,-0.1320219845381124,1.6372007117251846,1.0856815590837898,0.00041002393230698137,11.771941238287033,1.0849477566832904
74035690x,reinverted,0.1,0.8,1.42,0.12,0.7939202533564742,1.6728956605720084,0.9300465515114085,0.000989906877852704,11.769284025955661,1.0849669357791543
740356977,reinverted,0.1,0.8,1.42,0.12,-0.5250670342693107,1.4971028576145833,1.1054573208397023,0.00022722862746158914,10.368223195564987,1.0964485410024498
740356985,reinverted,0.1,0.8,1.42,0.12,-0.9362654329429524,1.1519233783220018,0.8235549196950065,0.00027841131594341233,11.449675392683945,1.0873387205928104
740357224,reinverted,0.1,0.8,1.42,0.12,1.553096281542127,0.4567786936429326,0.3585949039789688,0.00017660838616096662,11.81995971786383,1.0846026571891503
74035762x,reinverted,0.1,0.8,1.42,0.12,0.8498078042575387,1.5268457342260724,0.8601739416705597,0.0009257879096142151,11.748115796712067,1.0851200326336474
740357769,reinverted,0.1,0.8,1.42,0.12,-0.012919159908548765,1.0988446187879868,0.8950041043955773,0.00014679869181474876,11.796501201395284,1.0847708979914927
740358614,reinverted,0.1,0.8,1.42,0.12,0.19138782177007232,1.7167114169808477,0.9109976600151937,0.0012458203155876037,11.68554567360721,1.0855758068926626
740358622,reinverted,0.1,0.8,1.42,0.12,-0.07868641941435943,0.9394909643559246,0.8071438832533894,0.00011248941939147818,11.813036844112215,1.084652237455639
740359545,reinverted,0.1,0.8,1.42,0.12,-1.1016934282633002,1.361604023424289,1.4647278491302689,3.655906142213047e-5,11.82155818909791,1.0845912175031394
740359756,reinverted,0.1,0.8,1.42,0.12,0.7327304998255199,0.3210660599146846,0.37692199310661917,2.3622778016593755e-5,11.827897223126488,1.0845458817518934
740359975,reinverted,0.1,0.8,1.42,0.12,0.7513356810781886,0.13354539489636746,0.19821034857633552,7.311812284514256e-6,11.820614154908155,1.0845979732436135
740360028,reinverted,0.1,0.8,1.42,0.12,1.051534895017413,1.4692671626603429,0.7386452743861375,0.0016333463484334832,11.699132324678821,1.0854764244259845
740360677,reinverted,0.1,0.8,1.42,0.12,-0.6255192060855119,1.4399019154211723,1.0661759903488401,0.00023622778149672114,11.771873878536947,1.0849482427622037
740360685,reinverted,0.1,0.8,1.42,0.12,0.533342990012898,1.4517458900264768,1.067109545511246,0.0002452269311065409,11.796102847596249,1.0847737607004482
740361194,reinverted,0.1,0.8,1.42,0.12,-0.3707679670139714,0.48471485665193254,0.48118166187643474,5.455736879675971e-5,11.782697360028388,1.084870210058386
740361274,reinverted,0.1,0.8,1.42,0.12,1.0228792928901198,0.11440280409583242,0.19821034857633552,3.3746825817757126e-6,11.832429294376466,1.0845134988869332
740361442,reinverted,0.1,0.8,1.42,0.12,0.7710129971896221,0.8939588167637739,0.8061876466201785,8.830419308048635e-5,11.824969575713526,1.0845668137746274
74036175x,reinverted,0.1,0.8,1.42,0.12,-1.0548624000489049,0.6370551355867528,1.3749689053633347,1.1248941946790927e-6,11.833110739013163,1.0845086319274484
740362074,reinverted,0.1,0.8,1.42,0.12,-0.20681770658890525,0.7307228972027423,0.9058072180603051,1.7998307060133823e-5,11.830035018641425,1.0845306035378788
740362373,reinverted,0.1,0.8,1.42,0.12,-0.42552003316380643,1.5879458256989272,1.1565847582543318,0.0002553509822598591,11.63735104635238,1.0859302083452609
740362381,reinverted,0.1,0.8,1.42,0.12,-0.057374236788060584,0.8651328841629182,0.7432264353315322,0.00011248941946806537,11.80606202295788,1.08470224856141
740362533,reinverted,0.1,0.8,1.42,0.12,-0.5370984476704046,1.0889550141010385,1.1353761654599228,4.274597939770291e-5,11.822873391161574,1.0845818073927418
740362621,reinverted,0.1,0.8,1.42,0.12,0.5105796544901492,0.21729683674400418,0.19821034857633552,8.324217094721363e-5,11.76475257541436,1.0849996626439702
74036263x,reinverted,0.1,0.8,1.42,0.12,-0.19392906978894134,0.47518474619213524,0.5477255532378908,2.5872566544903417e-5,11.808760880656802,1.0846828901106838
740362699,reinverted,0.1,0.8,1.42,0.12,-0.2902448835049149,0.8158878001669675,0.8918717223978387,3.374682584066008e-5,11.826243898274388,1.0845577013802254
740363237,reinverted,0.1,0.8,1.42,0.12,0.40495326283932,1.4152793101299037,1.1368710161451514,0.0001574851851119814,11.825697859184952,1.0845616057426417
740363552,reinverted,0.1,0.8,1.42,0.12,-0.9506781651664412,1.2564733261041525,1.003097615087568,0.00016198476487566747,11.745128692092552,1.0851416809654246
740364360,reinverted,0.1,0.8,1.42,0.12,-1.2192868652362279,1.2193750183881027,1.01822020222828,0.00012936283366950599,11.738776668678225,1.085187752371866
740364686,reinverted,0.1,0.8,1.42,0.12,1.8303224203856816,0.35779647203329273,0.19821034857633552,0.0009449111106222575,10.099706650305503,1.0990127767690907
740365080,reinverted,0.1,0.8,1.42,0.12,-0.4433420434335639,1.943758176733001,1.5623738490919934,0.00015692273950558552,11.81276386537035,1.0846541936668646
740365240,reinverted,0.1,0.8,1.42,0.12,0.0996969962735193,0.6761982151950726,0.6303454331894196,7.48054638953129e-5,11.816720895561625,1.084625845768736
740365750,reinverted,0.1,0.8,1.42,0.12,-0.6907130825184591,5.453325541601245,1.987091243968743,0.007773018887341176,10.393080816618868,1.0962178604828097
740365881,reinverted,0.1,0.8,1.42,0.12,1.0986341531976613,0.18873778793990867,0.2477421392038778,1.3498730281814992e-5,11.784843276917519,1.0848547559354191
740366171,reinverted,0.1,0.8,1.42,0.12,-0.5939302245715212,0.7363132981574614,0.856399532289853,2.4747672347278975e-5,11.826980058641608,1.0845524381576455
740366227,reinverted,0.1,0.8,1.42,0.12,-0.6204947194833692,0.9292461909801876,1.1668654892945862,1.687341290873686e-5,11.830454593589241,1.0845276056037514
740366585,reinverted,0.1,0.8,1.42,0.12,0.333430365053636,1.5545836699762536,0.7814105496722126,0.0015939750674708827,10.993569391139541,1.0909622675239552
740366833,reinverted,0.1,0.8,1.42,0.12,-0.031498841839614815,1.5247662216489215,0.8621334081093053,0.0009038524856741697,11.57718348230438,1.0863767946261274
740367238,reinverted,0.1,0.8,1.42,0.12,0.09897206582236695,0.8656415742879534,0.7611808041022231,0.00010011558302210135,11.802370924632703,1.0847287385209103
740367537,reinverted,0.1,0.8,1.42,0.12,-1.1579551655577975,1.560754019699809,1.987091243968743,1.5748518714832547e-5,11.830698175202157,1.0845258652693937
740368011,reinverted,0.1,0.8,1.42,0.12,0.8938742238959331,0.18192673251303684,0.19821034857633552,3.430927302690457e-5,11.82399772379927,1.0845737645895521
74036802x,reinverted,0.1,0.8,1.42,0.12,0.5321282182041162,1.8503547546555144,1.1268829469578745,0.0006282533991784559,11.802620852962663,1.0847269443336378
740368038,reinverted,0.1,0.8,1.42,0.12,-1.1325448458112506,0.6852479794395577,0.9155198491364958,1.2373836221964476e-5,11.827058586403497,1.0845518767573883
740368329,reinverted,0.1,0.8,1.42,0.12,-1.2581468566481722,1.689490037150748,1.2104620404856572,0.0002767239744521027,11.581937373805992,1.0863413406345666
74036861x,reinverted,0.1,0.8,1.42,0.12,-0.9009822249636135,0.8742186570102989,1.367536612658181,5.624470973395716e-6,11.832074742881366,1.084516031358037
740369698,reinverted,0.1,0.8,1.42,0.12,-0.795911185151132,2.1831626370039254,1.6400403084585433,0.00021991681511901147,11.79196383056801,1.084803516561654
740370664,reinverted,0.1,0.8,1.42,0.12,-0.9144392658247409,0.7885296753133479,0.776340461271782,5.6807157200575955e-5,11.755488922203757,1.0850666447493478
740370939,reinverted,0.1,0.8,1.42,0.12,0.9762873711956501,1.1079021884926548,0.723583360179828,0.00044264585958754315,11.784435827689036,1.084857689805597
740371122,reinverted,0.1,0.8,1.42,0.12,-0.2971243214660176,1.0172921569138615,0.9399942902084102,7.818014647677014e-5,11.819358075421345,1.08460696373008
74037207x,reinverted,0.1,0.8,1.42,0.12,0.17083700303159843,1.3704569668426665,1.3472800746008033,5.736960314758106e-5,11.829846562866777,1.084531950155545
740372344,reinverted,0.1,0.8,1.42,0.12,0.3574717770458667,1.1819106102599557,1.1051947119355408,7.368056874874557e-5,11.828416577505283,1.084542169566614
740372651,reinverted,0.1,0.8,1.42,0.12,0.8641554351711287,0.6405857959584332,0.6679258660087111,4.274597881645178e-5,11.830251205213793,1.0845290588216152
740372723,reinverted,0.1,0.8,1.42,0.12,-0.8793246686806525,0.636007617174819,0.6904813128913472,3.487172035725485e-5,11.779530844396088,1.0848930244514563
740373339,reinverted,0.1,0.8,1.42,0.12,0.9125607457176105,0.8894604060005857,0.7009976477095867,0.0001732337036232742,11.825502472139279,1.0845630029130675
740373486,reinverted,0.1,0.8,1.42,0.12,-1.2388840976822921,1.0018696877653142,1.4652177688996526,7.874259383224913e-6,11.831255150977743,1.084521886075406
740373806,reinverted,0.1,0.8,1.42,0.12,0.030135264297764457,0.48925818579148084,0.4886318516796455,5.28700272866176e-5,11.74541169833174,1.085139629472676
74037442x,reinverted,0.1,0.8,1.42,0.12,0.8414709734959483,0.7423220482960217,0.6973554287759143,7.199322747914422e-5,11.82680749077913,1.0845536718831061
74037522x,reinverted,0.1,0.8,1.42,0.12,-2.091791649247439,1.4735415571393724,1.987091243968743,1.1811389161168508e-5,11.825222633700385,1.084565004057524
740375238,reinverted,0.1,0.8,1.42,0.12,0.031356922889719745,0.7077694751737391,0.6828392874608453,6.299407485984785e-5,11.815102247610078,1.0846374393587899
740375289,reinverted,0.1,0.8,1.42,0.12,-1.4788725636939615,2.2280306135325114,1.6703730899209515,0.00022160415779326234,11.71869835963391,1.0853337093686606
74037530x,reinverted,0.1,0.8,1.42,0.12,-1.0275835760043532,1.4042561038756587,1.9530339736252789,1.0124047711283861e-5,11.831755458438964,1.08451831205544
740375393,reinverted,0.1,0.8,1.42,0.12,0.975011215814596,0.41295860534767104,0.3319212107941445,0.00015692273952486928,11.807802355253905,1.0846897644382614
740375908,reinverted,0.1,0.8,1.42,0.12,0.3258174008246473,1.6604474391428057,1.2860471913874825,0.00018898222213519224,11.825343398431595,1.084564140448778
740375983,reinverted,0.1,0.8,1.42,0.12,-0.38357543204049493,1.0946708086601928,1.1633109484214939,3.880884959895276e-5,11.784435896887175,1.0848576893073132
74037653x,reinverted,0.1,0.8,1.42,0.12,-0.51739780084004,0.6730590564781329,0.7864372597597291,2.4185225248468667e-5,11.827080452839642,1.084551720434091
740376927,reinverted,0.1,0.8,1.42,0.12,1.4964562065720193,0.3472321117855397,0.36017895663609684,4.387087299551611e-5,11.831543967642084,1.0845198228341868
74037725x,reinverted,0.1,0.8,1.42,0.12,1.1724568622370843,0.2454772697622587,0.27207397052810695,3.1497037320089686e-5,11.830125513915874,1.0845299569158156
740377284,reinverted,0.1,0.8,1.42,0.12,0.18380335908730938,0.8908375478980077,0.7816264489224357,0.00010124047721482419,11.809859948556998,1.0846750092173774
740377591,reinverted,0.1,0.8,1.42,0.12,0.06835765129114507,0.4702213505813848,0.5574198264986493,2.2497883893612197e-5,11.822703394916273,1.0845830235773315
740377823,reinverted,0.1,0.8,1.42,0.12,1.1106041020088895,0.5296911943956328,0.5147531092911805,6.074428568718561e-5,11.811860291122805,1.084660669475709
740377989,reinverted,0.1,0.8,1.42,0.12,0.7565071804212917,1.2150949406056828,0.8684793292425057,0.0002823484390223213,11.821987984170816,1.0845881421414876
740378607,reinverted,0.1,0.8,1.42,0.12,1.3158426967810548,0.15339952586095348,0.19821034857633552,1.4623624472159262e-5,11.824418180513332,1.0845707572866463
740378877,reinverted,0.1,0.8,1.42,0.12,-0.015644771074028205,0.6658136550864481,0.7489435835662661,2.9247248943723183e-5,11.824452293199519,1.084570513306153
740378930,reinverted,0.1,0.8,1.42,0.12,0.3267836534326191,0.5663527187396828,0.5240284841380128,7.761769943310915e-5,11.805851190775316,1.0847037611977834
740379474,reinverted,0.1,0.8,1.42,0.12,-0.03369154565502592,0.5439476072474776,0.6585811709167316,2.0248095490473032e-5,11.829924228516555,1.084531395187592
740380125,reinverted,0.1,0.8,1.42,0.12,1.0022204735293365,0.5956369863700504,0.5878920990065066,5.6244708968527574e-5,11.83105153390322,1.0845233407304826
740380838,reinverted,0.1,0.8,1.42,0.12,0.3888872402622176,1.0912201677836746,0.6936779826828979,0.0005062023860699255,11.753960750573809,1.0850777045474804
740381611,reinverted,0.1,0.8,1.42,0.12,-1.3291953269683345,0.8175638909987216,1.0011697609487562,1.9123201486246947e-5,11.819123197929544,1.0846086450960404
740381910,reinverted,0.1,0.8,1.42,0.12,-0.13129823075473787,1.203419073899042,1.0360126111215056,0.0001113645249354768,11.818907948222103,1.0846101860155724
740382016,reinverted,0.1,0.8,1.42,0.12,-0.47156609750446127,0.6104565839645374,0.7390974153307119,2.0248095556849478e-5,11.828059162633739,1.0845447242231523
740382155,reinverted,0.1,0.8,1.42,0.12,0.5679920424738826,0.5494763006924398,0.5069866192896374,7.87425933893097e-5,11.816100081177026,1.0846302919855082
740382171,reinverted,0.1,0.8,1.42,0.12,-0.002248813660337929,0.6598427618137324,0.6565166609163214,5.399492134467121e-5,11.811360737010357,1.0846642501457555
740383115,reinverted,0.1,0.8,1.42,0.12,0.44417046433190055,1.0870191682269201,1.0624599148758593,5.905694441735848e-5,11.83008870749878,1.084530219910027
740383123,reinverted,0.1,0.8,1.42,0.12,-0.6752751774638411,0.90521307773686,1.209432159951927,1.2373836133052601e-5,11.830794452059475,1.0845251774132483
74038314x,reinverted,0.1,0.8,1.42,0.12,-0.4234914385415865,0.8906455431645223,1.2387106782994897,1.0124047710035733e-5,11.832281491923911,1.0845145545837924
740383342,reinverted,0.1,0.8,1.42,0.12,1.28252512780878,0.2304796446148602,0.19821034857633552,0.0001119269723706428,11.813041565554478,1.0846522036217912
74038453x,reinverted,0.1,0.8,1.42,0.12,1.3544638565671754,0.41268366737062884,0.40728808797927163,5.624470896912736e-5,11.820037219449546,1.0846021024666934
740385145,reinverted,0.1,0.8,1.42,0.12,0.41325514660775475,0.8950203619850349,0.6581398036707894,0.00024466448635835736,11.78478151409378,1.084855200650438
740385380,reinverted,0.1,0.8,1.42,0.12,-0.2756468613839672,0.6763960674970915,0.838452322358385,1.7998307115101402e-5,11.828021378378486,1.0845449942987075
740386033,reinverted,0.1,0.8,1.42,0.12,-0.5077615527626947,1.771085009261238,1.2945774090387812,0.0002514138525163438,11.704488131264005,1.0854373116350886
740386041,reinverted,0.1,0.8,1.42,0.12,0.1864629573974809,0.6510058471505421,0.6940423038076999,3.824640250338512e-5,11.826464091443961,1.0845561270273052
740386738,reinverted,0.1,0.8,1.42,0.12,0.7176660962696044,1.225693760665466,0.8678511233808092,0.0002958471691739783,11.811660640881977,1.0846621004788137
740386762,reinverted,0.1,0.8,1.42,0.12,-1.3081742678949284,1.3522386843038192,1.1384877797359556,0.00012373836255868427,11.639586768149858,1.0859137029448815
740386893,reinverted,0.1,0.8,1.42,0.12,0.9577430629029374,0.10549140007400329,0.19821034857633552,2.24978838935887e-6,11.832905293696543,1.0845100991835628
740387052,reinverted,0.1,0.8,1.42,0.12,-0.8212547161641942,1.4590605647901624,1.225328185247083,0.0001259881501315447,11.800626781270884,1.084741261505459
740387132,reinverted,0.1,0.8,1.42,0.12,-0.199075699304761,0.6857877305689072,0.8861545741631051,1.4623624486381083e-5,11.830519317111822,1.0845271431621422
740387159,reinverted,0.1,0.8,1.42,0.12,-0.6771504518948309,1.510703974646656,1.4082185239712395,7.480546389600286e-5,11.811872094157543,1.0846605848783806
740387714,reinverted,0.1,0.8,1.42,0.12,-0.7567432303789192,2.0915959198291354,1.6568994457077477,0.00016873412920324546,11.805466829298283,1.084706518976297
740387896,reinverted,0.1,0.8,1.42,0.12,0.18566987679592484,0.3843360871058786,0.5135019072181128,1.237383614161366e-5,11.830865626519383,1.0845246689099788
740388039,reinverted,0.1,0.8,1.42,0.12,-0.1090672852248786,2.7325784336316663,1.3878793403046168,0.0015444797229046438,11.558702385274506,1.086514901644494
740388557,reinverted,0.1,0.8,1.42,0.12,-0.4544227322512618,1.0035955342290217,1.0463845642021534,4.274597936875022e-5,11.823840511749498,1.0845748890985367
740389138,reinverted,0.1,0.8,1.42,0.12,0.7550301555786183,1.5291337458959748,0.9344481744394639,0.0006175669044787687,11.801150755533456,1.0847374989706922
740389445,reinverted,0.1,0.8,1.42,0.12,-0.297509149636524,1.3726298412909637,1.2629615651247843,7.986748749035417e-5,11.82350660339912,1.0845772775829898
74038998x,reinverted,0.1,0.8,1.42,0.12,0.7419276207120277,0.35747709430159247,0.6193553391497449,3.3746825381102066e-6,11.833131951855295,1.084508480431777
740390155,reinverted,0.1,0.8,1.42,0.12,-0.5439220660224553,0.7984701503828797,1.0240008585812672,1.5186071617755732e-5,11.830500516182635,1.0845272774919477
740390489,reinverted,0.1,0.8,1.42,0.12,-0.32561083902637666,0.49276405496974157,0.7432264353315322,6.749365169891816e-6,11.83189488435362,1.0845173160997559
740391457,reinverted,0.1,0.8,1.42,0.12,-0.1047346342546877,0.9793637988752663,0.9985465779705857,4.780800307521714e-5,11.828291115846858,1.0845430662980773
740391887,reinverted,0.1,0.8,1.42,0.12,-0.6204077251872536,1.3650547079980315,0.8359360258113815,0.0005933816907720223,10.971854435476839,1.0911422955782715
740391908,reinverted,0.1,0.8,1.42,0.12,0.10955218821702388,1.0611482391399611,0.8190792275888541,0.0001912320125163901,11.668818195051164,1.0856984814815358
740392716,reinverted,0.1,0.8,1.42,0.12,0.02774471879306065,1.4315599761735662,0.9803168419684054,0.00034927964638838203,11.782056470817265,1.084874826604072
740393137,reinverted,0.1,0.8,1.42,0.12,-1.2815486693770042,0.7946635275626459,0.9620653459301715,2.0248095691286648e-5,11.819118129137994,1.084608681381623
740393233,reinverted,0.1,0.8,1.42,0.12,0.49300709557661776,0.2830208671554109,0.37161321766576616,1.3498730336176713e-5,11.830694698124232,1.0845258901118082
740393268,reinverted,0.1,0.8,1.42,0.12,0.6634616627515535,0.7417520027443408,0.80556156714637,3.487171956044002e-5,11.831884395409418,1.0845173910242043
740393292,reinverted,0.1,0.8,1.42,0.12,-0.9893326566228465,2.2943820714755647,1.987091243968743,0.00010798984268919554,11.794927771745803,1.0847822063307122
74039341x,reinverted,0.1,0.8,1.42,0.12,-1.2047838590505162,1.729296035042017,1.683720426693611,6.018183957176663e-5,11.81758302457286,1.0846196720531307
740393575,reinverted,0.1,0.8,1.42,0.12,-1.0450731797990862,2.3786130226142888,1.987091243968743,0.00012936283229944478,11.804411121059548,1.0847140945655442
740394148,reinverted,0.1,0.8,1.42,0.12,0.17754774387715563,1.1075118277104596,1.2410478621067313,2.9809695753008038e-5,11.823843219549353,1.0845748697298876
740394287,reinverted,0.1,0.8,1.42,0.12,-0.5357629325092165,1.4434967723646215,1.4683042917986078,4.837045022485672e-5,11.825453126692102,1.0845633557789702
740394607,reinverted,0.1,0.8,1.42,0.12,-0.4899324120747391,2.7799816402975237,1.6063264284951029,0.0008121736052841796,11.621240796299986,1.086049331351811
740394789,reinverted,0.1,0.8,1.42,0.12,0.38584758624017085,1.079015770051923,0.6706751437886372,0.0005663842247360511,11.752678499941673,1.0850869867668858
740394914,reinverted,0.1,0.8,1.42,0.12,0.0068442868566971436,0.5819092191878266,0.65207605421032,2.980969613904291e-5,11.824841032125022,1.0845677330700056
74039499x,reinverted,0.1,0.8,1.42,0.12,-0.36286109452747783,0.45438249696597094,0.7432264353315322,4.499576778722571e-6,11.831606394689233,1.0845193768826575
740395351,reinverted,0.1,0.8,1.42,0.12,-0.010119230534742271,0.7291069647235041,0.7109732420879209,5.9619392318963076e-5,11.764032554937591,1.0850048650690176
740395554,reinverted,0.1,0.8,1.42,0.12,0.4631390308110105,1.2917489571763932,0.8092910388630447,0.0005062023807211655,9.902870177212593,1.1009808249633617
740395626,reinverted,0.1,0.8,1.42,0.12,1.003947382270574,0.310029844968902,0.2620130016760717,0.00012205102003809594,11.794570240840851,1.084784776348808
74039587x,reinverted,0.1,0.8,1.42,0.12,-0.07359656315628359,0.8586042524053522,0.6226515238944517,0.000262100348041977,11.766114825688176,1.0849898216033695
740395909,reinverted,0.1,0.8,1.42,0.12,0.07468746030465276,1.0841791585087155,0.7750365602188913,0.00028122354867275506,11.726789387399402,1.0852748324340602
740395968,reinverted,0.1,0.8,1.42,0.12,-0.634697882746684,1.2361050508639906,0.8023529895826466,0.000453894809911056,11.614316630595447,1.08610063181554
74039624x,reinverted,0.1,0.8,1.42,0.12,0.2882787390102898,0.7618925010864596,0.6723014052453412,9.84282416382099e-5,11.817770869264757,1.0846183270146796
740396274,reinverted,0.1,0.8,1.42,0.12,-0.27837251339830016,0.7840075492016004,0.6966098463028029,9.505355969748423e-5,11.806889901360359,1.0846963093883668
740396696,reinverted,0.1,0.8,1.42,0.12,1.0260915309171263,0.5753161864903763,0.5678249866701471,5.6244708968081425e-5,11.828235018837859,1.084543467255037
740396741,reinverted,0.1,0.8,1.42,0.12,-0.05828556881116195,0.6377634212095201,0.5627286019395022,9.84282422902749e-5,11.80699001738423,1.0846955912156808
740396768,reinverted,0.1,0.8,1.42,0.12,0.6511455963452621,0.6652048027357103,0.4926529574951526,0.00023622778016395851,11.803016167648039,1.0847241066009035
740396813,reinverted,0.1,0.8,1.42,0.12,-0.0721110738645256,0.7368346944945432,0.8353864963015392,2.8122354781441915e-5,11.829450798167635,1.0845347782464168
740396928,reinverted,0.1,0.8,1.42,0.12,0.700696150529047,0.6254304078170455,0.7490939900695402,2.1372989408050028e-5,11.830378290262638,1.084528150788135
740397584,reinverted,0.1,0.8,1.42,0.12,-0.28046507643746743,1.2092496318082253,0.8693125897761969,0.00023904001567348515,8.706884896927116,1.114851638885559
74039763x,reinverted,0.1,0.8,1.42,0.12,-0.35275263908045407,0.8596927946874362,0.752618832391798,0.00010236537198185004,11.80666947035205,1.084697890671973
740397955,reinverted,0.1,0.8,1.42,0.12,0.08610883706300375,0.592457781159598,0.7023489672123788,2.2497883803096244e-5,11.828106854123332,1.0845443833348019
740398747,reinverted,0.1,0.8,1.42,0.12,-0.13097476054415177,0.802320481350849,0.8892173523973114,3.149703732424211e-5,11.824654906136098,1.084569064208468
