id,z_j,a_j,epsilon_j,l_j_target,l_j_model
163621493,5.446150846969405,0.5261950483801281,4.975914888693172,0.0018341399762084878,0.0018341399314783244
163621733,2.6134108854068128,0.2035973296062484,4.994365127365295,0.00036277837615899253,0.0003627783672942979
163631368,0.5276494018141947,0.03582227161784323,4.99933832602097,3.1497037309928035e-5,3.149703638317459e-5
163633865,1.004215027157173,-0.18304230357766954,4.998777386143991,6.693120428359708e-5,6.693120228105811e-5
163637831,0.40752285773426467,-1.9604662093836385,4.886408649068941,0.0001124894189640287,0.00011248941567577982
16363880x,0.4770004236214418,-0.12447142208834927,4.997655611938289,3.487171987884889e-5,3.48717187637317e-5
163639909,0.3815388241273875,0.486560894820158,4.986820532386156,3.1497037309928035e-5,3.1497036461611264e-5
163642438,3.479177860723318,-0.530896640155283,4.9935258579472945,0.00033971804527136665,0.00033971803492802947
16364250x,1.5128556426872586,-0.02590239017054771,4.994850361918142,0.0002317282030658991,0.00023172819587172013
163643617,0.8526369685789588,0.4101676722258212,4.997367486912312,0.00013498730275683443,0.00013498729877798346
163644265,0.5262679384158988,-0.7368523052797238,4.991566178834719,5.2870026913093485e-5,5.287002513043275e-5
163644898,0.627182052175953,-0.7126713909246896,4.999795123933433,1.2373836086043157e-5,1.2373835718136306e-5
163657189,1.3890580042440344,0.5956464124796041,4.985913150449806,0.00029697206606503577,0.00029697205768238963
163660476,0.5197156805043597,-0.025559936921193776,4.988472618202913,5.399492110273377e-5,5.399491948773853e-5
163660628,0.6472212878001435,0.1666473849620968,4.9822385289109095,6.074428624057549e-5,6.0744284547837915e-5
163661487,0.5990006572165554,-0.7859860668367554,4.998894941098491,1.6873412844604303e-5,1.687341232743283e-5
163662076,0.3915554324220988,-1.2642006498411158,4.98785917840235,1.2373836086043157e-5,1.2373835695036547e-5
163665605,0.44745385804684,-0.16913008842666466,4.997513023542246,3.487171987884889e-5,3.4871718805042735e-5
163666456,0.4176820846329289,-0.3950789017773402,4.99704804308965,1.912320122388488e-5,1.912320064355698e-5
163668099,0.7197014332239492,-0.3922369015408923,4.9952254369428,5.455736819755392e-5,5.455736652840535e-5
16367419x,0.22208031577556236,-0.22187148189164585,4.999863722082851,4.499576758561148e-6,4.4995766279264526e-6
163700175,0.17939777545557972,-0.6455601346834758,4.992876884949208,7.874259327482009e-6,7.874259089413223e-6
163700239,0.5686900063919021,-0.7507720519663221,4.99895365779046,1.631096574978416e-5,1.6310965253269727e-5
16371813x,0.33384347750968363,-0.04962343077968714,4.994704008717342,2.3622777982446025e-5,2.3622779936886646e-5
163719212,0.4053486793034547,-0.08561200466641214,4.998137238540546,2.8122354741007175e-5,2.812235387404533e-5
163741137,0.4160466378102001,-0.11565406781774965,4.996635542014384,3.430927278402875e-5,3.430927172536068e-5
163742818,0.3795765284246074,-0.5876336746053425,4.955559479268011,2.924724893064746e-5,2.924724787748244e-5
163743423,0.545038222897184,-0.45684244577334165,4.997397666252685,3.5996614068489185e-5,3.599661294480013e-5
163744872,0.19133881701059557,0.6658269825492634,4.998602212466974,3.3184378594388464e-5,3.318437756478361e-5
163747299,0.3707608443694339,0.06814308742919914,4.998811285019203,2.8122354741007175e-5,2.812235387147233e-5
163747424,0.4466960555560001,-0.53118175300342,4.959885079365839,2.8684801835827318e-5,2.8684800927439624e-5
163749569,0.10968208127700299,-0.19005480035556738,4.999648989751917,3.3746825689208607e-6,3.3746824638234783e-6
163751714,0.466149217044353,-0.7368462651637679,4.963143145756064,2.6997460551366886e-5,2.6997459585850353e-5
163751757,0.6501178507543283,-1.0191761298037654,4.994889943543254,1.7435859939424446e-5,1.7435859361059816e-5
163781083,0.4036306407311976,-0.07867147214304887,4.986973384641082,2.9809696025467603e-5,2.9809695110502417e-5
163784946,0.33583184205467076,1.6346953582188164,4.98515994383968,0.0003127205847199998,0.00031272057512939257
163788170,0.25593672662649936,0.20705979687513615,4.9902540956884085,2.249788379280574e-5,2.2497883102078394e-5
163789202,0.16936890381809164,0.14771630263646812,4.996941615664371,8.999153517122296e-6,8.999153241922733e-6
163789376,0.662434712656211,0.05232702150846082,4.984362435281759,0.00011586410153294956,0.00011586409794289769
163791468,0.22894306110489807,0.20502736594644752,4.999014208790743,1.462362446532373e-5,1.4623624012825877e-5
163792030,0.1171559140591576,0.9896656388103946,4.995604457604556,2.249788379280574e-5,2.249788308724747e-5
163793201,2.862951028222986,0.19893119226450356,4.99291219956704,0.00043533405139079104,0.00043533404292954577
163793981,0.2962689220674028,-0.35840462879416474,4.999119334243248,1.124894189640287e-5,1.1248941545704323e-5
163794933,0.44065892199579804,-0.4919539268218128,4.999027690539687,1.7998307034244593e-5,1.7998306473562392e-5
163795039,0.6754258599861518,-0.17016373810603241,4.996189411930402,6.524386299913664e-5,6.524386096502326e-5
163820679,0.4911971255773507,0.35571701712032266,4.999396680124082,4.499576758561148e-5,4.499576631107402e-5
163820812,0.5276861958010628,0.0038479709216273994,4.927776758326281,5.118268562863306e-5,5.118268403194133e-5
163820927,0.433402691091607,-0.28383490171544673,4.9983022156479615,1.912320122388488e-5,1.9123200632216017e-5
163822340,0.35993258167065684,1.3114301340000871,4.98585426231815,0.00013498730275683443,0.00013498729884959735
163822404,0.3512744962455457,0.5303562806664399,4.999597033318406,3.374682568920861e-5,3.374682474495259e-5
16382328x,0.6992119058141086,-0.5460225869135996,4.99221797556861,3.1497037309928035e-5,3.149703633507677e-5
163825592,0.5348856309124971,0.03290078028844622,4.996126772406166,3.1497037309928035e-5,3.149703639781042e-5
163826034,0.33853799927694117,0.41995983989567415,4.998156115285876,3.487171987884889e-5,3.4871718829923244e-5
163827272,0.31342326508398605,1.0019597547378676,4.99750881976984,7.76176990851798e-5,7.76176967632425e-5
163829075,0.44075836541041546,0.0971492377868112,4.999179811607874,2.4747672172086314e-5,2.4747671460228905e-5
163837251,0.6556704585953256,-0.06621245206222634,4.998641614631905,4.499576758561148e-5,4.4995766242595936e-5
163837809,0.4633770830501932,0.4882701423563489,4.999311105063287,5.118268562863306e-5,5.118268417127345e-5
163858001,3.0534747232196717,-0.04979706057625684,4.988924853750318,0.00044602054619237376,0.000446020534983832
163858538,1.3037818130430845,0.4424533153078773,4.992080255846154,0.0002829108886945322,0.0002829108805225194
163859629,0.26342707551959715,0.7523555068531798,4.998140895404463,2.4747672172086314e-5,2.4747671532480765e-5
163860478,1.096011658746922,0.7037787984474232,4.878855298257975,0.00032903155046978393,0.0003290315404742709
163861606,1.1066122583562472,2.0065789868076043,4.972879106647978,0.0017492104648906461,0.0017492104220940335
16386230x,1.4676053920791583,-0.42601150830625506,4.9347865639899275,0.00012992527890345315,0.00012992527483268837
163863767,1.958463410062065,0.10571040028091397,4.874763319683409,0.00030990834924589903,0.0003099083398275452
163871812,3.1201265399853075,0.7652596481208593,4.965229719212305,0.0014061177370503586,0.0014061176997082177
163899452,1.3844963135855108,0.6652109582670416,4.968519838363155,0.0003661530587279134,0.0003661530479247025
163901671,1.6126578457024534,1.0457250345131524,4.891043419342798,0.0012373836086043157,0.0012373835742082212
163904143,0.7061996548992503,0.16558745311858386,4.970965158707883,8.436706422302153e-5,8.436706188833253e-5
163906077,1.1214311045920424,0.46059498223154555,4.998556491046488,0.00016873412844604306,0.0001687341244124925
163906085,1.7342007567641737,-0.5849445048810921,4.999378192522338,5.961939205093521e-5,5.961939065527242e-5
163907133,1.4144970728207682,-2.959623632700511,4.829612973614414,0.00016873412844604306,0.00016873412351366937
163912215,2.186366152815968,-2.4862441503609327,4.507919494659066,0.0007750520966621577,0.0007750520697193416
16391224x,1.742424247860643,0.14988953901041785,4.979303030551475,0.00025310119266906456,0.0002531011853218923
163912266,1.9701213920577325,0.6058720634652512,4.984576344236513,0.0006794360905427333,0.0006794360723384416
163916726,1.2515946036213998,0.09908240223103465,4.99279901715661,0.00010180292416244596,0.00010180292125462738
163918035,2.0106099079897275,-0.14446666607492328,4.992227975951393,0.00025422608685870483,0.00025422607926017706
