alpha,theta,sigma,eta,n_firms,n_origins,n_valid,n_undefined,negative,positive,zero,mean,sd,p05,p25,median,p75,p95,min,max,amenity_gap,mean_composition_gap
0.8,1.42,0.12,0.4,5482,128,5482,0,5482,0,0,-0.9236380958954059,0.09484830197607304,-0.9999999999999996,-0.9991175890858701,-0.975196836886589,-0.8654397904040657,-0.7294552353670161,-1.0,-0.550892975723756,9.801225456240736e-11,-0.6378279095978876
