id,eta,alpha,theta,sigma,amenity,productivity,wage,employment,epsilon_j,markdown
776834336,0.1,0.8,1.42,0.12,0.0,1.0,1.2066945858281026,8.409157560561517e-5,11.821399912152964,1.0845923500965358
776834627,0.1,0.8,1.42,0.12,0.0,1.0,1.0911768518999025,0.00013895606218595954,11.794510032495573,1.084785209156197
776835064,0.1,0.8,1.42,0.12,0.0,1.0,1.0755516676256602,0.00014943717302263627,11.81273156011529,1.084654425177697
776835726,0.1,0.8,1.42,0.12,0.0,1.0,0.9587900025136993,0.00026445549784444875,11.6991368752791,1.0854763911783145
776835953,0.1,0.8,1.42,0.12,0.0,1.0,0.9321011447697035,0.00030177179578056573,11.433033361116246,1.0874658516611173
77683597x,0.1,0.8,1.42,0.12,0.0,1.0,0.9458266895318748,0.00028101447030518076,11.485148480450134,1.0870689657780381
776836016,0.1,0.8,1.42,0.12,0.0,1.0,0.8281004598564073,0.0004333548287297328,7.216172125705209,1.138577625724563
776836235,0.1,0.8,1.42,0.12,0.0,1.0,1.0916456952357194,0.000138594634031672,11.780746751077094,1.084884262528483
776836489,0.1,0.8,1.42,0.12,0.0,1.0,1.2032062598313107,8.532506544191374e-5,11.824034211076215,1.0845735036070214
776837131,0.1,0.8,1.42,0.12,0.0,1.0,1.0113902205907717,0.0002028629100726575,11.755935900901562,1.0850634103851577
776837764,0.1,0.8,1.42,0.12,0.0,1.0,0.9491385431289983,0.0002789017160813397,11.776884904475635,1.0849120975632498
776837916,0.1,0.8,1.42,0.12,0.0,1.0,0.8732538367262098,0.00041139719827278695,10.98995752301562,1.0909921624269938
776837932,0.1,0.8,1.42,0.12,0.0,1.0,0.9568041867226005,0.00026743365139688676,11.723907062945324,1.0852957972654533
776838126,0.1,0.8,1.42,0.12,0.0,1.0,1.1423698810726328,0.00011053474046532405,11.806982831415253,1.0846956427631338
776839030,0.1,0.8,1.42,0.12,0.0,1.0,1.104742038062587,0.00013060407334803835,11.788113181042608,1.0848312180789186
776839073,0.1,0.8,1.42,0.12,0.0,1.0,1.0380843997134042,0.00017831355824291867,11.794125676779537,1.0847879721994838
776840349,0.1,0.8,1.42,0.12,0.0,1.0,1.1276746975015512,0.00011788095643264787,11.79517794874264,1.084780408090969
776840373,0.1,0.8,1.42,0.12,0.0,1.0,0.9447345918452281,0.0002852840551134603,11.75802081078949,1.085048327103008
776840883,0.1,0.8,1.42,0.12,0.0,1.0,1.0381439267170662,0.00017831535643567838,11.803089128806283,1.0847235828762343
776841800,0.1,0.8,1.42,0.12,0.0,1.0,0.9497053402517347,0.000277311308655406,11.69516278202704,1.0855054366183587
776842133,0.1,0.8,1.42,0.12,0.0,1.0,1.071228907475548,0.00015247320540743518,11.812028746140008,1.08465946210356
776842168,0.1,0.8,1.42,0.12,0.0,1.0,1.0306671690691924,0.00017554237466272757,10.414200311389964,1.0960227353132725
77684223x,0.1,0.8,1.42,0.12,0.0,1.0,1.1768068172006845,9.528988530859301e-5,11.809780374437812,1.084675579756292
776842264,0.1,0.8,1.42,0.12,0.0,1.0,1.0735999918331303,0.00015075984274134422,11.804591739479262,1.0847127983812943
776842520,0.1,0.8,1.42,0.12,0.0,1.0,1.2147283230960775,8.13572201765189e-5,11.825071010455293,1.084566088365629
776842600,0.1,0.8,1.42,0.12,0.0,1.0,1.2200211334671636,7.958978994423894e-5,11.81824693750472,1.0846149183790146
776843312,0.1,0.8,1.42,0.12,0.0,1.0,1.0684849895728525,0.00015441397086640826,11.806718306664825,1.084697540334769
776843427,0.1,0.8,1.42,0.12,0.0,1.0,1.0902612637050257,0.00013960713714360694,11.808933970733728,1.0846816488667237
776844155,0.1,0.8,1.42,0.12,0.0,1.0,1.0493658990444479,0.00016900206172729287,11.806580368421871,1.0846985298702256
776844825,0.1,0.8,1.42,0.12,0.0,1.0,1.047043020888827,0.0001705585523963617,11.749015475974396,1.0851135145787238
776845940,0.1,0.8,1.42,0.12,0.0,1.0,1.047860638454568,0.00017006110363211105,11.778506085798938,1.0849004103504838
776846599,0.1,0.8,1.42,0.12,0.0,1.0,1.0446323678289129,0.00017287898300372064,11.808868380420018,1.0846821192162726
776846855,0.1,0.8,1.42,0.12,0.0,1.0,1.2228298321523705,7.869924098784193e-5,11.825684235683541,1.084561703159851
776847305,0.1,0.8,1.42,0.12,0.0,1.0,1.0796041231433358,0.00014642549117978174,11.765816495976058,1.0849919765740017
776847700,0.1,0.8,1.42,0.12,0.0,1.0,1.2265247456717479,7.75154352165963e-5,11.82352585209076,1.0845771398912423
77684792x,0.1,0.8,1.42,0.12,0.0,1.0,1.2274399035858494,7.722616674475264e-5,11.823239911020544,1.0845791853608495
776847946,0.1,0.8,1.42,0.12,0.0,1.0,1.066944090748302,0.00015514355541906854,11.731514034131896,1.0852404895984082
776848009,0.1,0.8,1.42,0.12,0.0,1.0,1.2291156606966944,7.670761430094179e-5,11.825793694973896,1.0845609204585576
776848033,0.1,0.8,1.42,0.12,0.0,1.0,1.0472438601031504,0.0001707291155158872,11.807970846901156,1.0846885559733945
776848869,0.1,0.8,1.42,0.12,0.0,1.0,1.2048169188391333,8.474376415207058e-5,11.81956640522962,1.0846054724611172
776849028,0.1,0.8,1.42,0.12,0.0,1.0,1.0422517742629458,0.00017470535142407375,11.781750511383876,1.084877030712352
776849124,0.1,0.8,1.42,0.12,0.0,1.0,1.0490535494116433,0.00016926553087772157,11.808675071077115,1.0846835054721162
776849319,0.1,0.8,1.42,0.12,0.0,1.0,1.0467341653715205,0.00017115310384211585,11.809369078467258,1.0846785288321086
780350705,0.1,0.8,1.42,0.12,0.0,1.0,0.8170174339844406,0.0005076623570496566,8.469720357315856,1.1180676525094757
780350967,0.1,0.8,1.42,0.12,0.0,1.0,1.0428813153354604,0.0001743021946705402,11.8031381206152,1.084723231210301
780351062,0.1,0.8,1.42,0.12,0.0,1.0,1.1973134733330109,8.74160508128906e-5,11.813811851279286,1.0846466841176003
780351580,0.1,0.8,1.42,0.12,0.0,1.0,1.0190349388248834,0.00019553409468490613,11.781642608854849,1.0848778080611967
780352153,0.1,0.8,1.42,0.12,0.0,1.0,1.2381074100771907,7.395313292343196e-5,11.822019808689488,1.0845879144327752
780352209,0.1,0.8,1.42,0.12,0.0,1.0,1.2169860437323476,8.060592599262916e-5,11.825285456950219,1.0845645547957794
780352233,0.1,0.8,1.42,0.12,0.0,1.0,0.9593149797992403,0.00026429679410852847,11.762957927004138,1.0850126308540395
780352989,0.1,0.8,1.42,0.12,0.0,1.0,0.8924490437138561,0.00037543657393305374,11.463213067700417,1.0872355764561048
780353199,0.1,0.8,1.42,0.12,0.0,1.0,1.1302831116800747,0.00011660871811248711,11.816369686761206,1.0846283610371785
780353981,0.1,0.8,1.42,0.12,0.0,1.0,0.7697915037051244,0.0004075952022199935,4.167966359327986,1.239925161046941
78035399x,0.1,0.8,1.42,0.12,0.0,1.0,1.078215566240584,0.00014752573900375153,11.797468850013466,1.084763944937126
78035401x,0.1,0.8,1.42,0.12,0.0,1.0,0.9564255000780315,0.0002678803327963448,11.714651946142766,1.0853631848899503
780354028,0.1,0.8,1.42,0.12,0.0,1.0,0.9174234852988077,0.00032950478678331644,11.68143615150691,1.0856059124092374
780354394,0.1,0.8,1.42,0.12,0.0,1.0,1.2010720844885074,8.593537104511606e-5,11.771211354416346,1.0849530239404646
780354837,0.1,0.8,1.42,0.12,0.0,1.0,1.0629061522606487,0.00015849781258853328,11.804571113405286,1.0847129463995857
78035532x,0.1,0.8,1.42,0.12,0.0,1.0,1.1154146853692397,0.00012440981687678808,11.772535109717545,1.0849434714511539
780355995,0.1,0.8,1.42,0.12,0.0,1.0,0.8950803208293179,0.00037312240689810357,11.712238727245259,1.0853807733336052
780356314,0.1,0.8,1.42,0.12,0.0,1.0,1.219981953633916,7.962184150942379e-5,11.825585074487936,1.0845624122359376
780356824,0.1,0.8,1.42,0.12,0.0,1.0,0.8593825078688272,0.0004574890752807497,11.722662881711855,1.0853048501087639
780356904,0.1,0.8,1.42,0.12,0.0,1.0,1.1173054572841494,0.00012354243834591597,11.816966344144186,1.0846240880169336
780357480,0.1,0.8,1.42,0.12,0.0,1.0,1.2542527642970767,6.931550286558714e-5,11.822544861846842,1.0845841577837572
780358096,0.1,0.8,1.42,0.12,0.0,1.0,1.2116317173040267,8.229511237672675e-5,11.785759299671652,1.0848481607822977
780359558,0.1,0.8,1.42,0.12,0.0,1.0,1.1235195124729702,0.00011990695382771043,11.752557511486438,1.0850878627075549
780359697,0.1,0.8,1.42,0.12,0.0,1.0,1.065008082528862,0.0001567485316832807,11.767797690569688,1.0849776675546832
780360321,0.1,0.8,1.42,0.12,0.0,1.0,1.065297878889894,0.00015674177606024293,11.807509143016505,1.084691867513094
780360399,0.1,0.8,1.42,0.12,0.0,1.0,1.0270216687270783,0.00018441089133621364,11.220274681657262,1.0891243778224775
780361367,0.1,0.8,1.42,0.12,0.0,1.0,1.0505323499654808,0.00016765073078305645,11.732239843571318,1.0852352162360497
78036180x,0.1,0.8,1.42,0.12,0.0,1.0,1.0584757109635703,0.00016180927063715584,11.798310006620742,1.0847579017197242
780361850,0.1,0.8,1.42,0.12,0.0,1.0,1.219981953633916,7.962184150942379e-5,11.825585074487936,1.0845624122359376
780362124,0.1,0.8,1.42,0.12,0.0,1.0,1.2127018871550135,8.199463364493958e-5,11.808597163967013,1.084684064170757
780362394,0.1,0.8,1.42,0.12,0.0,1.0,1.230129766558981,7.638829590255824e-5,11.824342603134129,1.0845712978356143
78036252x,0.1,0.8,1.42,0.12,0.0,1.0,1.0390831570600754,0.00017751020678024847,11.802968865144482,1.0847244461478769
780363637,0.1,0.8,1.42,0.12,0.0,1.0,1.0582187692597618,0.00016200479823977096,11.798121920246615,1.0847592529353263
780364066,0.1,0.8,1.42,0.12,0.0,1.0,1.0788472925007375,0.00014691901329604335,11.76156547262729,1.085022695518492
780364074,0.1,0.8,1.42,0.12,0.0,1.0,1.0676667577109449,0.00015494560064044653,11.794832128200904,1.0847828938242408
780365501,0.1,0.8,1.42,0.12,0.0,1.0,1.056663051640692,0.00016323398435298355,11.80424485771499,1.0847152877675543
780367478,0.1,0.8,1.42,0.12,0.0,1.0,1.0817606281295364,0.00014481288222012754,11.732958587326246,1.0852299948522945
780368323,0.1,0.8,1.42,0.12,0.0,1.0,0.9896421607994292,0.0002222667387266143,11.257065215311963,1.0888331000019251
780368702,0.1,0.8,1.42,0.12,0.0,1.0,1.1004733492906698,0.00013303415487385186,11.76038495546343,1.0850312301669545
780368825,0.1,0.8,1.42,0.12,0.0,1.0,0.9324841648455056,0.0002845308793347485,10.011570843951102,1.0998844252901823
780368833,0.1,0.8,1.42,0.12,0.0,1.0,1.0648106246587907,0.00015705338410165423,11.798400035000519,1.0847572549696105
780369019,0.1,0.8,1.42,0.12,0.0,1.0,1.0431482161474777,0.00017345801730009122,11.696017230645804,1.0854991900473443
780369174,0.1,0.8,1.42,0.12,0.0,1.0,1.1157186661508462,0.00012424529763608273,11.773713405022805,1.084934970437907
780369879,0.1,0.8,1.42,0.12,0.0,1.0,0.9356018249880645,0.00029959165937837285,11.768975445507698,1.0849691635971344
780370044,0.1,0.8,1.42,0.12,0.0,1.0,1.0556114009745525,0.00016405348416083775,11.805123955294997,1.0847089792353655
780370132,0.1,0.8,1.42,0.12,0.0,1.0,1.2159091528710952,8.086698360628837e-5,11.78920728472235,1.0848233452724088
780370255,0.1,0.8,1.42,0.12,0.0,1.0,1.1226797227142098,0.00012057694297140015,11.807758978213721,1.0846900755549873
780370415,0.1,0.8,1.42,0.12,0.0,1.0,1.2257871115329302,7.774726730442462e-5,11.822871172177488,1.0845818232675393
78037044x,0.1,0.8,1.42,0.12,0.0,1.0,1.0392568899059522,0.00017736815814281683,11.804038017326343,1.0847167722208424
780370597,0.1,0.8,1.42,0.12,0.0,1.0,0.8635065299808402,0.00044615879569801783,11.688712331810892,1.0855526230445842
780371047,0.1,0.8,1.42,0.12,0.0,1.0,1.1325899072988825,0.00011537098310384962,11.801937178732384,1.0847318524794425
780371143,0.1,0.8,1.42,0.12,0.0,1.0,1.0397254951331443,0.00017699282854567543,11.808140271935452,1.0846873408488136
780371194,0.1,0.8,1.42,0.12,0.0,1.0,1.0427643962039819,0.0001742830291362317,11.782905132426915,1.0848687135100468
780372373,0.1,0.8,1.42,0.12,0.0,1.0,0.881634524018325,0.0003192773325771721,7.308804758092748,1.13682127695267
780372381,0.1,0.8,1.42,0.12,0.0,1.0,1.141443733853867,0.00011097340896564055,11.804125060868762,1.0847161475199079
780373093,0.1,0.8,1.42,0.12,0.0,1.0,0.7169368949768973,0.0003870570505116777,2.897089392893256,1.3451740227460924
780373202,0.1,0.8,1.42,0.12,0.0,1.0,1.025731181963865,0.00018830113471779908,11.634527870225412,1.0859510597382431
780374176,0.1,0.8,1.42,0.12,0.0,1.0,1.1370697157202783,0.00011310304306517171,11.79844009077879,1.0847569672181971
780374635,0.1,0.8,1.42,0.12,0.0,1.0,1.0501937485138428,0.0001679147539744073,11.731097848925163,1.0852435136828753
780374731,0.1,0.8,1.42,0.12,0.0,1.0,1.0960852554968528,0.00013589233555782594,11.798919028011914,1.0847535267956234
780375013,0.1,0.8,1.42,0.12,0.0,1.0,0.9783283497268209,0.0002396460672457813,11.769562291674902,1.0849649269206334
78037546x,0.1,0.8,1.42,0.12,0.0,1.0,1.0618459199701293,0.0001592478674461589,11.796450515896813,1.084771262224379
780375734,0.1,0.8,1.42,0.12,0.0,1.0,1.1742543746656924,9.633383338582183e-5,11.810971407051378,1.0846670409686183
780376542,0.1,0.8,1.42,0.12,0.0,1.0,1.222109996012129,7.893121802098341e-5,11.825657438949277,1.084561894775201
780376729,0.1,0.8,1.42,0.12,0.0,1.0,1.2147283230960775,8.13572201765189e-5,11.825071010455293,1.084566088365629
780377211,0.1,0.8,1.42,0.12,0.0,1.0,1.0619768769970073,0.00015915388221365801,11.797243179741827,1.084765566392426
780377668,0.1,0.8,1.42,0.12,0.0,1.0,0.9132155379289763,0.0003380771249943188,11.761867164069518,1.0850205146896088
780377852,0.1,0.8,1.42,0.12,0.0,1.0,1.2141745078033093,8.15431659845092e-5,11.825157001000887,1.0845654734153094
780377959,0.1,0.8,1.42,0.12,0.0,1.0,1.0738914901164887,0.00015057874147824882,11.80929170353606,1.08467908364907
780378361,0.1,0.8,1.42,0.12,0.0,1.0,1.0394792446093866,0.00017708713451249842,11.788460152748055,1.0848287212275884
78037837x,0.1,0.8,1.42,0.12,0.0,1.0,0.9309051583050799,0.00030705907663889525,11.752671872198901,1.085087034750414
780379452,0.1,0.8,1.42,0.12,0.0,1.0,1.104742038062587,0.00013060407334803835,11.788113181042608,1.0848312180789186
78037976x,0.1,0.8,1.42,0.12,0.0,1.0,1.2167662457105521,8.06780230978419e-5,11.825009905498883,1.0845665253552963
780381456,0.1,0.8,1.42,0.12,0.0,1.0,1.1405125890367773,0.00011144285884817192,11.808385752714944,1.0846855803105928
780381616,0.1,0.8,1.42,0.12,0.0,1.0,1.1232093802195793,0.0001202899304327266,11.807008249713066,1.0846954604291312
780381990,0.1,0.8,1.42,0.12,0.0,1.0,1.2640341132110793,6.667654543209033e-5,11.823337370699175,1.0845784881752778
780382213,0.1,0.8,1.42,0.12,0.0,1.0,1.103903614210053,0.00013118524545236714,11.807557432255601,1.0846915211496855
780382555,0.1,0.8,1.42,0.12,0.0,1.0,1.1688812449779524,9.851241580925382e-5,11.79379434600929,1.0847903542033843
780382707,0.1,0.8,1.42,0.12,0.0,1.0,1.2270475168288641,7.734051945136739e-5,11.819632749920663,1.0846049975627807
78038274x,0.1,0.8,1.42,0.12,0.0,1.0,0.8612290426318399,0.0004235981563890809,10.022276817125691,1.09977772698228
780382803,0.1,0.8,1.42,0.12,0.0,1.0,1.0553068045289857,0.00016420229534285942,11.788931891569382,1.084825326772405
780383523,0.1,0.8,1.42,0.12,0.0,1.0,0.9615192899534144,0.000261486258123669,11.786569027662301,1.084842331780611
780383582,0.1,0.8,1.42,0.12,0.0,1.0,1.0454489210725302,0.0001722061909304834,11.80909573727377,1.0846804888577233
780384665,0.1,0.8,1.42,0.12,0.0,1.0,1.0598993736082223,0.00016062204887138702,11.778901943804117,1.0848975570703359
780384702,0.1,0.8,1.42,0.12,0.0,1.0,1.0759079340042792,0.00014916681153790418,11.808044174235471,1.0846880300619088
780386126,0.1,0.8,1.42,0.12,0.0,1.0,1.0779744675520133,0.0001477510159128749,11.809791929602834,1.0846754969063734
780386281,0.1,0.8,1.42,0.12,0.0,1.0,1.2437957832134459,7.227980132600896e-5,11.823008301382078,1.0845808422449559
780387196,0.1,0.8,1.42,0.12,0.0,1.0,1.031878894894476,0.00018381842753742122,11.80699528272999,1.0846955534455658
780387209,0.1,0.8,1.42,0.12,0.0,1.0,1.031878894894476,0.00018381842753742122,11.80699528272999,1.0846955534455658
780387356,0.1,0.8,1.42,0.12,0.0,1.0,1.2285398720396608,7.663321938610017e-5,11.72610313690913,1.0852798230003962
780387882,0.1,0.8,1.42,0.12,0.0,1.0,1.230746873995921,7.619032573317085e-5,11.821694928399989,1.0845902390525777
780387962,0.1,0.8,1.42,0.12,0.0,1.0,1.2053132913766333,8.458247669993388e-5,11.824249468190834,1.0845719639703275
780388084,0.1,0.8,1.42,0.12,0.0,1.0,1.1274305242774223,0.00011809246616014397,11.816643243812996,1.0846264018780107
780388578,0.1,0.8,1.42,0.12,0.0,1.0,0.8991982531358405,0.0003559993028361647,11.03641971592399,1.0906090947734746
780388666,0.1,0.8,1.42,0.12,0.0,1.0,1.0470479888581476,0.00017077505432222195,11.78785239926218,1.0848330947936362
780389060,0.1,0.8,1.42,0.12,0.0,1.0,1.014631536251292,0.0001996550752496498,11.757713498159447,1.085050550020337
780389175,0.1,0.8,1.42,0.12,0.0,1.0,1.041985403323997,0.00017476187952870467,11.753069382907182,1.0850841569483396
780389247,0.1,0.8,1.42,0.12,0.0,1.0,1.0436883623937372,0.0001735907911915102,11.796433041131701,1.0847713878011436
780389757,0.1,0.8,1.42,0.12,0.0,1.0,1.0588112276280737,0.0001615603782175997,11.799677769733231,1.0847480769826656
780391005,0.1,0.8,1.42,0.12,0.0,1.0,1.083517837798387,0.00014396431972150733,11.800209584512508,1.0847442575352624
780391486,0.1,0.8,1.42,0.12,0.0,1.0,1.0905000324491039,0.00013844249469585434,11.592507417812227,1.0862626146318846
780391697,0.1,0.8,1.42,0.12,0.0,1.0,1.1391212637671637,0.00011011030195377262,11.283323657499569,1.088626368466825
780391953,0.1,0.8,1.42,0.12,0.0,1.0,0.9197372052533999,0.00029602523484822745,9.404636653961123,1.106330530013492
780392577,0.1,0.8,1.42,0.12,0.0,1.0,1.0560906423187928,0.000163460197950855,11.764338578242976,1.0850026538550501
780392809,0.1,0.8,1.42,0.12,0.0,1.0,1.031708123063451,0.00018294533171948958,11.640274724232935,1.0859086253280759
780393123,0.1,0.8,1.42,0.12,0.0,1.0,1.150443403269742,0.00010456683798416164,11.222527187989941,1.0891064894073212
780393609,0.1,0.8,1.42,0.12,0.0,1.0,1.0705298055475063,0.00015268791877092597,11.756080310141863,1.0850623654839537
780393641,0.1,0.8,1.42,0.12,0.0,1.0,1.0750628374199638,0.0001494290826717021,11.742689476174695,1.085159366772744
780394476,0.1,0.8,1.42,0.12,0.0,1.0,0.8156632572108639,0.0003240292694277042,4.4416288682527805,1.2251426289007739
780395161,0.1,0.8,1.42,0.12,0.0,1.0,1.0217652978532692,0.00019180983488740246,11.607907210851053,1.0861481731233344
780395727,0.1,0.8,1.42,0.12,0.0,1.0,1.0941196090320842,0.0001370648907889902,11.787357153935348,1.0848366590526306
780395735,0.1,0.8,1.42,0.12,0.0,1.0,1.237561105287986,7.412365092413959e-5,11.824943231389888,1.0845670021776892
780395997,0.1,0.8,1.42,0.12,0.0,1.0,1.0569429796450296,0.00016277380459358925,11.759106886965666,1.0850404720028903
780396754,0.1,0.8,1.42,0.12,0.0,1.0,1.0413000096419953,0.00017566248636091553,11.808784594272552,1.0846827200561364
780396973,0.1,0.8,1.42,0.12,0.0,1.0,1.161203935174919,0.00010186160931699136,11.808411276031206,1.0846853972667607
780397212,0.1,0.8,1.42,0.12,0.0,1.0,0.9343230605376364,0.0003015703837435445,11.761299075739869,1.0850246213075823
780397220,0.1,0.8,1.42,0.12,0.0,1.0,1.0731930115913566,0.0001510469061730412,11.804789482451504,1.0847113793504373
780397247,0.1,0.8,1.42,0.12,0.0,1.0,1.058762917706742,0.0001616053116512495,11.801186611749507,1.0847372415079326
78039728x,0.1,0.8,1.42,0.12,0.0,1.0,1.1972546963479977,8.730605854651792e-5,11.768429363307135,1.0849731063618318
780397300,0.1,0.8,1.42,0.12,0.0,1.0,0.9238375370913776,0.00031867567673906803,11.723601346710492,1.0852980215231038
780399509,0.1,0.8,1.42,0.12,0.0,1.0,1.2327225572712004,7.558501147773984e-5,11.823011662178267,1.0845808182020993
783700299,0.1,0.8,1.42,0.12,0.0,1.0,1.036829133156987,0.00017927870081508495,11.774489083900313,1.08492937509852
783700547,0.1,0.8,1.42,0.12,0.0,1.0,1.0755075737001145,0.00014938870042334847,11.796726907593593,1.0847692760740522
783700563,0.1,0.8,1.42,0.12,0.0,1.0,1.1181587904445307,0.00012301676698706857,11.803446617536334,1.084721016869285
783700678,0.1,0.8,1.42,0.12,0.0,1.0,0.8760298740148774,0.00041457715088261387,11.64667207131124,1.0858614369733357
78370074x,0.1,0.8,1.42,0.12,0.0,1.0,1.0513278317917838,0.0001673129748372075,11.785288763597634,1.0848515484057375
783701304,0.1,0.8,1.42,0.12,0.0,1.0,1.0908821011431529,0.00013918864745432005,11.804224322378957,1.084715435143346
783701857,0.1,0.8,1.42,0.12,0.0,1.0,1.0731210148040364,0.00015108159369128842,11.801591122995413,1.0847343370548992
783702331,0.1,0.8,1.42,0.12,0.0,1.0,0.9634944009202937,0.000258430649452278,11.74169845436077,1.0851665543862274
783702729,0.1,0.8,1.42,0.12,0.0,1.0,1.0435901867609503,0.00017374441772781296,11.80895215179403,1.0846815184908747
783702753,0.1,0.8,1.42,0.12,0.0,1.0,1.1430668096912537,0.000110208563179635,11.809831347275182,1.08467521428498
783703019,0.1,0.8,1.42,0.12,0.0,1.0,1.0340267732495565,0.00018191739441044975,11.807026599814511,1.0846953287981675
783703078,0.1,0.8,1.42,0.12,0.0,1.0,1.1030921720891766,0.0001315837761205328,11.788129525342843,1.0848311004600126
783703115,0.1,0.8,1.42,0.12,0.0,1.0,1.0364823203000806,0.0001797580708120831,11.804572105663942,1.084712939278857
783703721,0.1,0.8,1.42,0.12,0.0,1.0,1.2088912457297638,8.323899435952188e-5,11.788242608432899,1.0848302866862134
783703836,0.1,0.8,1.42,0.12,0.0,1.0,1.2222301952111023,7.88413386196635e-5,11.806043935747267,1.0847023783277752
783704361,0.1,0.8,1.42,0.12,0.0,1.0,0.8842052970580216,0.0003714065365211613,10.025722481227234,1.099743435136217
783704425,0.1,0.8,1.42,0.12,0.0,1.0,0.9078738421767198,0.00034683450093648204,11.650055240255533,1.0858365028643475
78370445x,0.1,0.8,1.42,0.12,0.0,1.0,1.11040144571737,0.0001274269608833913,11.815965486225572,1.084631256004069
783704951,0.1,0.8,1.42,0.12,0.0,1.0,1.033560678963524,0.0001822737665295413,11.798044193752494,1.0847598113363177
783705049,0.1,0.8,1.42,0.12,0.0,1.0,0.9427155303086666,0.00028839114224764865,11.762073041351082,1.0850190265342148
783705380,0.1,0.8,1.42,0.12,0.0,1.0,1.1193124045816967,0.00012236928019650767,11.799777827661755,1.084747358349048
783705452,0.1,0.8,1.42,0.12,0.0,1.0,1.1506232888801904,0.00010664275096109047,11.811484499287399,1.0846633630226863
78370584x,0.1,0.8,1.42,0.12,0.0,1.0,1.0585215031137118,0.000161775996841869,11.798631642899437,1.0847555911792375
783706164,0.1,0.8,1.42,0.12,0.0,1.0,1.0310651419775343,0.00018447773196697968,11.795987204969647,1.0847745917847977
783706404,0.1,0.8,1.42,0.12,0.0,1.0,1.2300958389001853,7.640089528639229e-5,11.825162129362504,1.084565436740774
783706826,0.1,0.8,1.42,0.12,0.0,1.0,1.2336008092634025,7.532071023558764e-5,11.824773809868285,1.0845682138262516
783707191,0.1,0.8,1.42,0.12,0.0,1.0,1.2262355883071603,7.761101811596303e-5,11.8251458631974,1.0845655530653733
783707845,0.1,0.8,1.42,0.12,0.0,1.0,1.0331025829833929,0.00018272574524368302,11.805900891075225,1.084703404613193
783708688,0.1,0.8,1.42,0.12,0.0,1.0,1.0819802370599452,0.00014501263255562265,11.80489137981127,1.0847106481394824
783709162,0.1,0.8,1.42,0.12,0.0,1.0,1.0031015587712588,0.00021136044596968732,11.752611091423152,1.0850874747935617
783709410,0.1,0.8,1.42,0.12,0.0,1.0,1.075718401672716,0.0001491818334237258,11.784490867808644,1.0848572934730403
783709541,0.1,0.8,1.42,0.12,0.0,1.0,1.2244838025580627,7.816877577703277e-5,11.82553502326975,1.0845627701437817
783710796,0.1,0.8,1.42,0.12,0.0,1.0,1.091965334160929,0.00013782422194612314,11.658204742862102,1.085776500074959
783711895,0.1,0.8,1.42,0.12,0.0,1.0,1.0544643231510147,0.0001648791354741471,11.79255987279179,1.0847992302593463
783711975,0.1,0.8,1.42,0.12,0.0,1.0,1.0145233161381313,0.000199983345591582,11.791089956404084,1.084809801612689
783712089,0.1,0.8,1.42,0.12,0.0,1.0,1.0533446452383937,0.00016584987074577285,11.80942608452159,1.0846781200748343
783712361,0.1,0.8,1.42,0.12,0.0,1.0,0.872890250877893,0.0004221124220989311,11.648463223374561,1.0858482342969789
783712513,0.1,0.8,1.42,0.12,0.0,1.0,1.0248043976896295,0.00019011738807418082,11.785726759877054,1.0848483950437717
783712724,0.1,0.8,1.42,0.12,0.0,1.0,1.2286926884816538,7.682448821006761e-5,11.819776241449755,1.0846039704620791
783713727,0.1,0.8,1.42,0.12,0.0,1.0,1.1392543925934064,0.00011204581802461326,11.804663928402478,1.0847122803381095
783714877,0.1,0.8,1.42,0.12,0.0,1.0,0.8088130756481894,0.00043409546897664366,6.048483729045091,1.165330691921672
783714906,0.1,0.8,1.42,0.12,0.0,1.0,1.1298852503644523,0.00011679126241148627,11.810433015062463,1.0846709006117428
783715343,0.1,0.8,1.42,0.12,0.0,1.0,0.9700592563089186,0.00025004001118852925,11.77006969213267,1.0849612641349455
783715933,0.1,0.8,1.42,0.12,0.0,1.0,1.042515123008356,0.00017464271588136891,11.809056768451448,1.0846807682956996
783716303,0.1,0.8,1.42,0.12,0.0,1.0,1.0281026299179281,0.00018709890962222007,11.787591394145554,1.084834973198737
783716661,0.1,0.8,1.42,0.12,0.0,1.0,1.1274305242774223,0.00011809246616014397,11.816643243812996,1.0846264018780107
783716688,0.1,0.8,1.42,0.12,0.0,1.0,1.2228357050700445,7.86967384981425e-5,11.825448083970171,1.084563391839294
783717832,0.1,0.8,1.42,0.12,0.0,1.0,0.8647204841960248,0.00034772164098608235,7.1714290734833455,1.1394422213136766
783717859,0.1,0.8,1.42,0.12,0.0,1.0,1.0511422036919424,0.00016758083146858598,11.806926505336204,1.0846960468118476
783717867,0.1,0.8,1.42,0.12,0.0,1.0,1.0534047891419143,0.0001617128341105954,11.09758167404582,1.090109722043202
783717955,0.1,0.8,1.42,0.12,0.0,1.0,1.0401044255500318,0.00017667515833639456,11.80891157227491,1.0846818094859658
783719563,0.1,0.8,1.42,0.12,0.0,1.0,1.0464035353155232,0.00017139075228876546,11.803561827993148,1.0847201899369405
783720089,0.1,0.8,1.42,0.12,0.0,1.0,1.0896417447819748,0.0001400109870525966,11.810344701713493,1.0846715337491306
783720812,0.1,0.8,1.42,0.12,0.0,1.0,1.059691429521984,0.00016078177325362818,11.779289082592364,1.0848947668223727
