id,alpha,theta,sigma,eta,n_origins,pearson_correlation,covariance_population,epsilon_weighted,epsilon_origin_mean,epsilon_composition_gap,omega_max,epsilon_origin_sd,amenity,productivity,employment,wage,markdown
614382832,0.8,1.42,0.12,0.4,128,-0.992422476642293,-0.007076998904512069,10.913782246933659,11.819638106711205,-0.9058558597775459,0.7364012305266827,0.10840419793398937,0.325864461250597,0.8257617761238379,0.00013948687948090585,0.6805916251018274,1.0916272633422717
614382840,0.8,1.42,0.12,0.4,128,-0.9993705846128739,-0.0010165240000640835,11.701678248668243,11.831793320676445,-0.13011507200820205,0.8367005621092288,0.013859352782283221,-0.5848102917929072,0.6176387346916341,1.2373836083541742e-5,0.8310622745253008,1.085457827394443
614382867,0.8,1.42,0.12,0.4,128,-0.9697574388278173,-0.0003983189423773176,11.776287989290564,11.827272813914863,-0.05098482462429921,0.23613153921927074,0.017668865835441697,1.5146159868527935,0.6558674907044056,0.00014848603300573018,0.5371499989259094,1.0849164015782737
614382998,0.8,1.42,0.12,0.4,128,-0.9999993892862431,-0.03626513087480452,7.1546015803314775,11.796538332306461,-4.641936751974984,0.9968065631574344,0.414858698651216,0.561605171240199,1.7268731021751182,0.0012655059631036833,0.8770072085348015,1.1397701868891026
614383026,0.8,1.42,0.12,0.4,128,-0.9999996790389931,-0.0067871688208754,10.95771741313839,11.826475022210445,-0.8687576090720555,0.9983469053539328,0.07752180495252002,-0.3235046206862263,1.7681536571479541,0.00012711304340496616,1.4851374882462287,1.0912598821722663
614383114,0.8,1.42,0.12,0.4,128,-0.9858433326320191,-0.0013030938349493286,11.663475727166649,11.830271738040162,-0.16679601087351337,0.6253443543644301,0.023202013992321493,0.9225594770955321,0.7100204692172035,6.243162751269687e-5,0.6909997267844942,1.085737735765231
614383229,0.8,1.42,0.12,0.4,128,-0.8967933512792227,-0.017804782233765363,9.11882111524193,11.397833241163896,-2.279012125921966,0.1953978803477993,0.8867110675696467,1.460474566317633,2.3553238587445207,0.010530696954395798,0.8042310868571488,1.1096632982884729
614383368,0.8,1.42,0.12,0.4,128,-0.9999999999900105,-0.010371628919970855,10.495311358744765,11.822879860501029,-1.3275685017562644,0.9999969104349195,0.11826590402663477,-0.8057266752058349,1.3699414409410493,0.0006799985534013964,0.8197621531229601,1.095280641594953
614383501,0.8,1.42,0.12,0.4,128,-0.9910819889620518,-0.001263787078289338,11.668247150822415,11.830011896843452,-0.16176474602103674,0.6979721429525887,0.020812559679619574,2.413477550084195,0.22795421207630187,0.00010967718347013702,0.19821034872723498,1.0857026755667853
614383894,0.8,1.42,0.12,0.4,128,-0.9998654029064836,-0.006912104257925595,10.939177752210833,11.823927097225308,-0.884749345014475,0.8675426092679529,0.09058006171138897,-0.3423942600296792,1.5771334376014754,0.00011305186603811904,1.3559261105446785,1.0914145489406548
61438394x,0.8,1.42,0.12,0.4,128,-0.9971709950658616,-0.0011351502492993445,11.686164870412695,11.831464102323004,-0.14529923191030925,0.7036400544634905,0.018414405541147354,0.617702282522026,0.6493930835434444,2.0810542504200148e-5,0.7874183048511021,1.0855712726192854
614383966,0.8,1.42,0.12,0.4,128,-0.837331973184064,-0.000392840349571744,11.75077101492425,11.80105457966943,-0.05028356474517892,0.05186582954417427,0.04246477991826511,0.21522384359444333,1.4291862615800324,0.00026884971127284676,1.0392731442204999,1.0851007988097066
614384133,0.8,1.42,0.12,0.4,128,-0.9925570642916901,-0.002879703856009823,11.453095263143137,11.82169735671239,-0.3686020935692529,0.39046999809071825,0.0678618205240887,0.41430523783636913,0.6619418538334905,7.143078102746812e-5,0.6261828876162849,1.087312641432231
614384416,0.8,1.42,0.12,0.4,128,-0.9797753299925307,-0.0047348158376866135,11.216258526645415,11.822314953869302,-0.6060564272238871,0.604847691483539,0.08262700892115475,-0.023782770506441987,1.1317415677204665,8.942908805623722e-5,1.021819468904537,1.0891562901857508
614384854,0.8,1.42,0.12,0.4,128,-0.7844289258224644,-0.00020270937270005872,11.793310588459965,11.819257388165571,-0.025946799705605983,0.06137781426985289,0.020509577726666676,0.7255864852574294,1.6333651292024176,0.000337468256828047,1.1352783524813757,1.0847938322745883
614384977,0.8,1.42,0.12,0.4,128,-0.8716368921433155,-0.00038800541722973836,11.781559404045217,11.831224097450622,-0.04966469340540591,0.6632094767998634,0.007629272136626349,0.9008637975808748,0.24718298983176817,3.1497037303091016e-5,0.2760555257390619,1.0848784074930393
614385101,0.8,1.42,0.12,0.4,128,-0.8969313360653729,-0.003410131646363627,11.35725303622947,11.793749886964008,-0.4364968507345388,0.19656377589299853,0.1343549242519406,-0.7521410436946261,0.6671460203080675,7.311812230970551e-5,0.6277404667453939,1.088049460270896
614385355,0.8,1.42,0.12,0.4,128,-0.9999977801555996,-0.04554713933124502,5.956443988908823,11.78647782330819,-5.830033834399366,0.9943982126816651,0.522314334111892,-0.14556799849212504,1.1153223452621839,0.00038640115405358047,0.7008181811053836,1.1678854030797647
614385398,0.8,1.42,0.12,0.4,128,-0.9999999999999999,-0.0672942782994857,3.1518415564651536,11.765509178799325,-8.613667622334171,0.9999999998581044,0.7673427133871568,-0.6723088258359111,2.4105607662657147,0.0026699363584517053,0.9123350878116873,1.3172748318990748
614385478,0.8,1.42,0.12,0.4,128,-0.9122015250630686,-0.009825153261485925,10.51993473286243,11.777554350332625,-1.257619617470196,0.3352639972041151,0.2544874832348435,0.255703136914681,1.4431268080707462,0.000769427625565548,0.8426492456539443,1.0950576239675875
614385531,0.8,1.42,0.12,0.4,128,-0.9924189546144399,-0.0008483419419779805,11.723153599376397,11.83174136794958,-0.10858776857318198,0.6697658119853953,0.01387982972666696,-0.18137317239875547,0.6298918869130928,1.293628317868954e-5,0.8401690268195517,1.085301279346301
614385566,0.8,1.42,0.12,0.4,128,-0.998340213349838,-0.03342099833983152,7.447960171228006,11.725847958726435,-4.277887787498429,0.5754722901461661,0.6640949283350617,-0.8241543086830145,1.7632372286216633,0.00022497883788743917,1.2711030800378686,1.1342649500010848
614385582,0.8,1.42,0.12,0.4,128,-0.9999994245366026,-0.03969663064718589,6.712083144257257,11.793251867097055,-5.081168722839799,0.9984170322523109,0.4533757331563784,-0.7666291453561161,0.7222076695503963,3.205948439808372e-5,0.7588733194235543,1.1489850436157936
614385590,0.8,1.42,0.12,0.4,128,-0.8008635941316856,-0.0004109226280748,11.759421981720346,11.812020078113921,-0.05259809639357549,0.08033195144985303,0.0355044284688966,0.6170925573655034,0.178135217253847,3.205948439965007e-5,0.19821034872723498,1.0850381933359028
614385910,0.8,1.42,0.12,0.4,128,-0.8967933512792227,-0.003273196627069408,11.334302672933259,11.753271841198144,-0.4189691682648853,0.19539788034779929,0.16301124256661492,1.1384361161089034,1.9686360152643025,0.0019359429000176463,0.9617894123941316,1.088227748001475
61438597x,0.8,1.42,0.12,0.4,128,-0.9811138146807367,-0.0035207894294250705,11.350315620367677,11.800976667334087,-0.45066104696640963,0.2915397689905297,0.1145886274689777,0.18836731496175876,1.4389059265667639,0.00027784886479428374,1.036605307094651,1.0881032768996786
614386163,0.8,1.42,0.12,0.4,128,-0.8239789198781312,-0.0007482259770654269,11.722153666762608,11.817926591826986,-0.09577292506437729,0.3680231307607526,0.02755388151545381,-0.14070930308971524,1.5813117359935354,0.0001709839167906384,1.2585952411938495,1.085308555784884
614386374,0.8,1.42,0.12,0.4,128,-0.9546868099186343,-8.475823805424407e-5,11.821517629703898,11.83236668417484,-0.010849054470941866,0.48800304599484257,0.002071976187416676,0.6669338806258688,0.9809108676334282,3.937129663013801e-5,1.0479493029671132,1.0845915077339396
614386411,0.8,1.42,0.12,0.4,128,-0.820744456988704,-0.0001601088868618143,11.800910014494544,11.821403952012854,-0.02049393751831019,0.04932005015459803,0.017121463682116794,0.21385694929676302,0.973282604468006,8.380461711115821e-5,0.8938669837132077,1.0847392276334404
614386550,0.8,1.42,0.12,0.4,128,-0.9999997074826822,-0.03569017325209957,7.2286075682586555,11.796949744527394,-4.568342176268739,0.9958128155809778,0.4086924445502381,0.8741637516743245,1.5607063968811283,0.0010872102340667067,0.8180873391415397,1.1383392293131354
614386921,0.8,1.42,0.12,0.4,128,-0.994578701658549,-0.0031355742613299706,11.42486652644538,11.826220031895616,-0.4013535054502366,0.6590165866381348,0.05281972804796694,-0.5778351378628402,0.9132131988561522,5.343247399679346e-5,0.9153420129263259,1.087528374855433
614387078,0.8,1.42,0.12,0.4,128,-0.9974099293272212,-0.004155629479273465,11.285966789453814,11.817887362800821,-0.5319205733470067,0.45683802671652207,0.08904127600655708,-0.5926114503465368,2.351594519393186,0.00012486325502675743,1.9870912454815348,1.0886056124969685
614387107,0.8,1.42,0.12,0.4,128,-0.9988862607110605,-0.00029353563467524334,11.794662730396293,11.832235291634726,-0.037572561238432556,0.37322069481589837,0.006398004252996922,1.0287116520582666,0.6179958175304869,2.812235473643966e-5,0.70606511410249,1.0847841114967092
614387123,0.8,1.42,0.12,0.4,128,-0.9284600903112442,-1.6731145419992074e-5,11.830459291202494,11.832600877816255,-0.0021415866137601824,0.0885425759048052,0.0012622788686610885,-0.1285962030089941,0.7070603286755393,5.62447094725402e-6,1.1148396538460368,1.084527572039712
614387529,0.8,1.42,0.12,0.4,128,-0.8878141471077228,-0.00018401644704469172,11.798479325405108,11.822033430626828,-0.02355410522172008,0.06998493715811852,0.0162193550459861,0.08778945243549345,1.218251528487898,9.842824157472977e-5,1.0834117825974086,1.084756685367643
614387713,0.8,1.42,0.12,0.4,128,-0.9994597332429055,-0.0004405169846547671,11.776146864426154,11.832533038461968,-0.05638617403581314,0.8031169583058618,0.006263887321119248,0.29703584514983405,1.176337544523867,3.374682568227563e-5,1.295691353760104,1.0849174192129718
614387908,0.8,1.42,0.12,0.4,128,-0.9999318056433523,-0.044742347129496436,6.056049467886608,11.783069900462152,-5.727020432575544,0.9431270862021105,0.5411777056931817,-0.013392889888766942,0.5255912739641938,0.00011642654860476046,0.4208025946000831,1.1651241465748747
614387959,0.8,1.42,0.12,0.4,128,-0.8974180831573708,-0.015556623550032667,9.470381749848721,11.461629564252902,-1.991247814404181,0.13274179713887546,0.916711577855941,1.4097331656536134,2.4923622171133397,0.008882726967023436,0.8837302800048462,1.1055923643221641
614388046,0.8,1.42,0.12,0.4,128,-0.9136367125749416,-0.003543581770916025,11.35540966648595,11.808988133163199,-0.4535784666772482,0.31461924129025826,0.09950360255869259,0.25696606915908043,1.678133706474285,0.00038358891858754834,1.1334748211530399,1.0880637536971804
614388214,0.8,1.42,0.12,0.4,128,-0.9971709950658632,-0.0004908757834807953,11.769692916935218,11.83252501722076,-0.06283210028554187,0.7036400544634903,0.007962986179955568,0.25044461669753265,0.7382080839655317,8.999153515329803e-6,1.059097671153735,1.0849639839422758
614388505,0.8,1.42,0.12,0.4,128,-0.9999997861295639,-0.007438683565194046,10.873662909590173,11.825814405935006,-0.9521514963448325,0.9989351886196143,0.08491287222704597,-0.498027554642748,1.2526277430997046,0.0001400493265731701,1.0312639624752478,1.091965330203315
614388863,0.8,1.42,0.12,0.4,128,-0.9995354713784409,-0.00143700547533292,11.647665767204195,11.83160246804681,-0.18393670084261515,0.939429621514048,0.017457033380169077,0.7558820631740323,0.6914718317614578,3.712150825050243e-5,0.7466047700967078,1.0858541118870062
61438896x,0.8,1.42,0.12,0.4,128,-0.9921627953161855,-0.01054774901499696,10.412238333820738,11.76235020774035,-1.3501118739196123,0.4917604645719792,0.24630951982664398,1.408370427841797,1.607574358598665,0.0025113262779267913,0.7402468703068983,1.0960408288726766
614389073,0.8,1.42,0.12,0.4,128,-0.8120938077277352,-0.001288632218814554,11.662092162387278,11.82703708639554,-0.1649449240082621,0.6812633721997441,0.026281229339328985,0.21369850819867361,0.8397539774356144,8.436706420180086e-5,0.7694871136947387,1.0857479075002694
614389225,0.8,1.42,0.12,0.4,128,-0.7506248253943668,-2.686999287426848e-5,11.825258706891658,11.828698065979566,-0.003439359087908045,0.042210974693250504,0.004348753702600855,0.47700345110156406,1.783200970557882,0.00010574005380795064,1.5635427965839357,1.0845647460902659
614389233,0.8,1.42,0.12,0.4,128,-0.9895621168051175,-0.0008749510869763251,11.71957721337372,11.831570952506693,-0.1119937391329735,0.8666662435459513,0.011639850088846024,0.46097705991594684,1.0991062371692006,0.00012036367826856615,0.938410202825905,1.085327310174539
614389399,0.8,1.42,0.12,0.4,128,-0.9553469365474242,-0.00024962398858137646,11.800225075813133,11.832176946351547,-0.031951870538414084,0.6961014646273666,0.004275447180650282,-0.2554690276518033,0.9519106992682349,2.9247248922995687e-5,1.0791076191109403,1.0847441462832514
614389428,0.8,1.42,0.12,0.4,128,-0.9109124909133356,-0.0005347808072441511,11.761129053944009,11.829580997271265,-0.0684519433272559,0.4902271513168337,0.013309845664982745,0.035602871685680985,1.0905093043723355,5.1182685615643515e-5,1.1050388485446307,1.085025850444576
614389436,0.8,1.42,0.12,0.4,128,-0.9991825178968411,-0.004483625517589607,11.253830842195198,11.827734908446669,-0.5739040662514707,0.9622167351837834,0.05318977073811383,-1.2054333268219881,1.3111662525462282,5.455736818780335e-5,1.307159105407739,1.0888586308095722
614390082,0.8,1.42,0.12,0.4,128,-0.8338399945089078,-0.0498435411233308,5.046618294921187,11.426591558707532,-6.379973263786345,0.4150166931826627,1.4300417686163278,-0.9424258048056228,2.8174448519441775,0.0012677557514511844,1.3606583159133168,1.198152493721663
614390285,0.8,1.42,0.12,0.4,128,-0.8840454476807599,-0.008626042943938561,10.698989210789245,11.80312270761338,-1.1041334968241348,0.64122894216678,0.16625444101571665,0.4607015979417001,1.4255500468138438,0.0006226289338477515,0.8696487723633538,1.0934667733837478
614390656,0.8,1.42,0.12,0.4,128,-0.9826543919250575,-0.012737006736430958,10.073258291550385,11.703595153813549,-1.6303368622631638,0.2717815095027266,0.4485748123308963,-0.9892531111622231,0.980869985589923,0.0002238539436966893,0.7303413758417292,1.099272744831612
614390875,0.8,1.42,0.12,0.4,128,-0.9960212295707256,-0.00025675106444517586,11.799947511658385,11.832811647907365,-0.0328641362489801,0.795480003297619,0.0036979830402326737,0.7123349725984932,0.688447119017458,1.74358599360842e-5,0.8654991972764573,1.0847461396766382
614390904,0.8,1.42,0.12,0.4,128,-0.9801730538312613,-0.014056296718182227,9.969810503091718,11.769016483019035,-1.7992059799273168,0.3640676324117156,0.4155594901747377,-0.06007050541688796,1.4844828202843636,0.00028178599444689305,1.0546101421515899,1.100302809134626
614391106,0.8,1.42,0.12,0.4,128,-0.9910449246827576,-0.0015887248934177212,11.619795656075297,11.823152442432765,-0.20335678635746746,0.32434557114621254,0.04424767585132818,0.02456102494035498,0.27922205725695665,1.7998307030598085e-5,0.3483873918268865,1.0860600332052448
614391130,0.8,1.42,0.12,0.4,128,-0.8048293768321446,-0.0033468638108080785,11.21704138014162,11.645439947925055,-0.4283985677834359,0.08824289887006177,0.28126138655680566,-0.39661722915956665,2.764094367610704,0.0012401958437626862,1.4749590364556353,1.089150067839669
614391149,0.8,1.42,0.12,0.4,128,-0.8048293768321451,-0.0031950786039687123,11.24499112858569,11.653961189893684,-0.4089700613079934,0.08824289887006169,0.2685057681188554,-0.32186896004433735,2.5308539028023858,0.0011839511342949902,1.3633703110276723,1.0889284827853638
614393013,0.8,1.42,0.12,0.4,128,-0.9967738768335827,-0.028087514390179712,8.182573670391998,11.777775512335003,-3.5952018419430054,0.7074337317916046,0.44568531258459876,-0.5718356688972829,1.4784062798788966,0.00037683955343613087,0.9716299102694762,1.1222109375707086
614393179,0.8,1.42,0.12,0.4,128,-0.9979634798963611,-0.02141712177595062,9.06500604382261,11.806397631144286,-2.741391587321676,0.9384659422239858,0.2607619081229673,-0.5093482326515574,1.4074080127755235,0.0002654750286908744,1.002725852368543,1.110314322479846
614393208,0.8,1.42,0.12,0.4,128,-0.9986165062403555,-0.005483876790887141,11.119347222948248,11.8212834521818,-0.7019362292335529,0.6803955049823286,0.08915967802575174,-0.5135974729208527,1.4288722658812811,0.0001259881492139114,1.203761367889586,1.0899333369081403
614395393,0.8,1.42,0.12,0.4,128,-0.8688409831791369,-7.950265557065459e-5,11.815513124343026,11.82568946425607,-0.010176339913044785,0.045628922244073486,0.009007952172289163,-0.10760570149648373,1.3426291978100522,5.624470947117975e-5,1.3355778542742427,1.0846344961472507
661251413,0.8,1.42,0.12,0.4,128,-0.9999999998417363,-0.030529463062074595,7.894786703481972,11.802557975427522,-3.90777127194555,0.999901602390695,0.34815566941025483,-1.660387090066061,0.8023345254483154,3.37468256814055e-5,0.8509942549265554,1.1266658666736307
661251974,0.8,1.42,0.12,0.4,128,-0.7849913901744797,-0.0002559208621810551,11.769556388206015,11.80231425856519,-0.0327578703591751,0.061043692320513925,0.033057064154622576,-0.8890647317761939,0.9403881144436126,4.668310886249544e-5,0.9706716181272441,1.0849649695380257
661252387,0.8,1.42,0.12,0.4,128,-0.999999466877738,-0.0006645364482639423,11.747584290628778,11.832644956006563,-0.08506066537778523,0.9874588243760051,0.007674575087311722,0.8983126039560674,0.5013568127873418,1.68734128414885e-5,0.6342199250428903,1.0851238837926631
661252483,0.8,1.42,0.12,0.4,128,-0.9999999999841598,-0.003829952627348698,11.339239175631882,11.829473111932515,-0.4902339363006334,0.9999791157051237,0.04367307557393482,-0.8994492674031273,0.609124828319899,1.2373836082828999e-5,0.8175490794870937,1.0881893383243038
661253734,0.8,1.42,0.12,0.4,128,-0.9999999909599319,-0.0041654863267076665,11.29593513766945,11.829117387488031,-0.5331822498185819,0.9981184302108114,0.04758841862928343,-0.2185630092171049,0.6385968533084,3.487171987057303e-5,0.6964751047205364,1.0885274205112263
661253961,0.8,1.42,0.12,0.4,128,-0.9999988400933719,-0.0016494254549659663,11.620523140024089,11.831649598259732,-0.21112645823564336,0.9925431840358446,0.01895032932502687,-0.14279941818705488,0.5459629920689082,1.349873027317354e-5,0.7215489745571528,1.0860546455568545
661254243,0.8,1.42,0.12,0.4,128,-0.6565873296394408,-1.6130425874993382e-5,11.82909558844731,11.831160282959313,-0.002064694512004195,0.1352611894995513,0.0018227355693329894,-1.19487019259219,0.8861902051363809,5.624470947270102e-6,1.3972656427833556,1.0845373166970291
661254374,0.8,1.42,0.12,0.4,128,-0.8714097446364679,-0.00070005739359835,11.713226387553194,11.802833733933786,-0.08960734638059265,0.09069558506551957,0.054837172662149755,-0.542117889868395,0.6229871540376434,4.274597919949458e-5,0.6542348345718382,1.0853735740190789
661255262,0.8,1.42,0.12,0.4,128,-0.7735463224519439,-5.631262784016266e-6,11.831873647504132,11.83259444914049,-0.0007208016363584591,0.07389343550342944,0.0007178743908681449,1.1823841262954728,0.5223270462451556,1.8560754125834226e-5,0.6486339997503113,1.0845174677985971
661255756,0.8,1.42,0.12,0.4,128,-0.7152339750357157,-0.0003132369420009634,11.759018144600192,11.799112473176317,-0.04009432857612438,0.13433143460551172,0.03294853520310857,-1.3579851534146943,1.5317927656960315,5.568226237820754e-5,1.526241700225127,1.0850411137820384
661256759,0.8,1.42,0.12,0.4,128,-0.8984672619277871,-0.00026525151396851476,11.783411381984104,11.817363575772074,-0.033952193787969875,0.10828788721315893,0.023735376188424362,-0.30833731501430356,1.0474052017792113,6.636875717952534e-5,1.0077646828708569,1.0848650673037623
66125709x,0.8,1.42,0.12,0.4,128,-0.9923824723086374,-0.0015007116817703436,11.639227214954477,11.83131831022108,-0.19209109526660306,0.8146348648214612,0.02072427772683813,-0.3345190180241384,0.4512263113282159,1.0124047704295861e-5,0.6317424705127541,1.085916356948094
661258164,0.8,1.42,0.12,0.4,128,-0.9999994624997245,-0.0005768715795796404,11.758884864330287,11.832724426516489,-0.07383956218620114,0.9783491512679962,0.006723874315997196,1.1934034654553192,0.3401929142789566,2.0248095409588514e-5,0.41496810518929084,1.0850420776746803
661258199,0.8,1.42,0.12,0.4,128,-0.9910538166518561,-0.00968874852377714,10.569622971646508,11.809782782689984,-1.2401598110434762,0.6297167830574336,0.16996899424716636,-0.05913415369199305,1.144993550305939,0.0001428615620485476,0.9366409063425915,1.094610754109446
661258789,0.8,1.42,0.12,0.4,128,-0.9813861028064625,-0.002768555853006611,11.437456315901057,11.791831465085906,-0.3543751491848486,0.19652031108762869,0.13575250090898222,-0.7124798549739253,2.5744521173799724,0.0001974189302338137,1.9870912454815348,1.0874320279247527
661259116,0.8,1.42,0.12,0.4,128,-0.9296648445310322,-0.00010908787869059071,11.818592532272532,11.832555780744928,-0.013963248472395051,0.4284799565239595,0.0029396360316165534,0.010446760353465015,0.5023227773446828,6.186918041398647e-6,0.7770094234928758,1.0846124441018965
661264185,0.8,1.42,0.12,0.4,128,-0.9976180782661354,-0.00024247674561183666,11.80151381279355,11.832550836231865,-0.031037023438315714,0.5500930803450309,0.004973898466503799,0.5901311976614846,0.35544834597565794,7.311812231556603e-6,0.5316927661665248,1.0847348921386628
661264441,0.8,1.42,0.12,0.4,128,-0.977226010182302,-0.0007270073839050628,11.737874036311176,11.830930981451024,-0.09305694513984797,0.631597281714953,0.013127227034085785,0.4151934561373236,0.6153335907011449,3.5996614059637474e-5,0.6689037923076221,1.0851943032363862
661264492,0.8,1.42,0.12,0.4,128,-0.984004702273568,-0.00014312334273320872,11.813632195769225,11.831951983639074,-0.018319787869849335,0.34990945478286595,0.0044675211248679046,0.5306187887267314,1.1705924626457533,3.6559061157117294e-5,1.2692020892645945,1.0846479713798882
661264652,0.8,1.42,0.12,0.4,128,-0.7070957575025301,-1.4673745421768236e-5,11.830131994617027,11.832010234031019,-0.0018782394139922332,0.14375015417737252,0.0013338188402520525,0.9210701162228745,0.7780731936975563,3.82464024409531e-5,0.8361297403845276,1.0845299106091988
661265516,0.8,1.42,0.12,0.4,128,-0.9940317112971874,-0.0003135772975221414,11.791919322053502,11.832057216136334,-0.040137894082832304,0.4769597237450701,0.007175147720704111,-1.2247358578216219,0.8769781636421135,5.624470947215084e-6,1.3824011991209242,1.0848038366519162
661266287,0.8,1.42,0.12,0.4,128,-0.9999999879921588,-0.003422594819282891,11.391786953420274,11.829879090288486,-0.438092136868212,0.9995637060469987,0.03904430849703753,-1.3890400726053922,0.6405912468508634,1.4623624463164703e-5,0.8318418792052129,1.0877825405345876
66126779x,0.8,1.42,0.12,0.4,128,-0.9898950856779698,-0.013699978310632493,10.042920269293761,11.796517493054715,-1.7535972237609538,0.592954649164403,0.24664797794767174,-0.5253194546462446,1.840508683492475,0.0003813391303064342,1.2315854369429737,1.0995726315838135
661268442,0.8,1.42,0.12,0.4,128,-0.9999991407616285,-0.026354799171397193,8.43309354979658,11.806507843735421,-3.3734142939388416,0.9961282305087382,0.30169552553909695,-0.7599640631135047,0.6927100973137068,5.624470947116578e-5,0.6681605488606216,1.1185804466765488
661268848,0.8,1.42,0.12,0.4,128,-0.9970512663912022,-0.0006205418884393085,11.752463196539608,11.831892558259844,-0.07942936172023529,0.8528545585970267,0.0083309493417384,0.997440353351221,0.9353768308698447,0.00012036367827129934,0.7987947635786783,1.085088545548004
661269058,0.8,1.42,0.12,0.4,128,-0.9779016260052487,-0.000398658317797309,11.77593059516073,11.826958859838783,-0.05102826467805244,0.16339261165423433,0.018013447305764114,0.035815883117194844,1.1897981344936193,5.961939204241412e-5,1.1695299250881581,1.0849189787523839
661269269,0.8,1.42,0.12,0.4,128,-0.9999999608377982,-0.0025127961458650074,11.509144986661546,11.830782893332266,-0.3216379066707198,0.9963365816735874,0.028759055635406722,-1.0390717214291851,0.5933118850149616,1.2373836082893817e-5,0.7972792869297829,1.086887427446517
661269656,0.8,1.42,0.12,0.4,128,-0.7360072871608873,-6.018078337472798e-6,11.831870385527738,11.83264069955494,-0.000770314027201735,0.10248558374264115,0.0006875622949186443,1.5877749288214633,0.33087289739401643,1.7998307031075632e-5,0.4134197049679053,1.084517491099561
661270550,0.8,1.42,0.12,0.4,128,-0.8176345475380206,-7.246607191250466e-5,11.819313163981784,11.828588821186584,-0.009275657204799614,0.05742265257265342,0.007198908905483168,-0.037617223449194964,0.30526230296550233,9.561600610223201e-6,0.4328200883967679,1.0846072852225799
661271166,0.8,1.42,0.12,0.4,128,-0.9898848646343493,-0.0055130839320445876,11.108981432720821,11.81465617602253,-0.7056747433017083,0.41155916629190903,0.11846728473082697,0.21351366896246204,0.4522332495309841,7.030588685268119e-5,0.42809844408798126,1.0900172537019965
661271406,0.8,1.42,0.12,0.4,128,-0.9980174187543207,-0.0006475256558981894,11.749712119362384,11.832595403317356,-0.08288328395497224,0.9713022442606108,0.007616958045189628,-0.6998562876077304,0.8352044900737196,1.5186071557328981e-5,1.0790546720524903,1.0851084681770284
661271588,0.8,1.42,0.12,0.4,128,-0.9397145768161353,-0.0010939472921346692,11.691317565008287,11.831342818401524,-0.14002525339323668,0.8518455823541805,0.015417633829269889,0.14121372565203857,0.997945053203628,8.942908805336507e-5,0.9040250930596576,1.0855335589371864
661272214,0.8,1.42,0.12,0.4,128,-0.7294552353670156,-1.8222669398494503e-5,11.828337577440042,11.830670079123049,-0.0023325016830071377,0.08272574089017556,0.00244236619450289,1.0264666267749742,0.8799887392571278,6.861854555661593e-5,0.8413079910528009,1.084542734213748
661272281,0.8,1.42,0.12,0.4,128,-0.9522597832111087,-0.000766072070695541,11.721933792625343,11.819991017674374,-0.0980572250490308,0.1983066535935668,0.03816378373605736,-0.3982306731243602,1.403156104317789,7.086833392960101e-5,1.3319089846095813,1.0853101559598581
661272476,0.8,1.42,0.12,0.4,128,-0.9868262772936652,-0.00022579460340906734,11.80346614274671,11.832367851983072,-0.028901709236361484,0.5001387183108206,0.005008146492810731,-0.09622545002087286,0.8932118200427873,1.2373836083797547e-5,1.2026754924739798,1.0847208767243768
661273145,0.8,1.42,0.12,0.4,128,-0.8916315319946562,-0.0009146396394767497,11.709213166241081,11.826287040094108,-0.11707387385302681,0.3399899135878381,0.02745955770041653,0.9308151574428074,1.3526006495596359,0.000263225240331041,0.9874747605081915,1.0854028349986067
661273516,0.8,1.42,0.12,0.4,128,-0.8270536816371322,-5.5318353020354703e-5,11.822165030647731,11.829245779834332,-0.007080749186600954,0.059131109246994135,0.005729137638408728,0.4409607842066524,0.29993732844464843,1.57485186523348e-5,0.38488510340121823,1.0845868753656884
661273903,0.8,1.42,0.12,0.4,128,-0.8387894327990916,-0.0002879056288445103,11.764918457423171,11.801770377915268,-0.03685192049209718,0.09618502090891486,0.03079584315478419,-0.3472964225423483,0.7391010544607635,6.243162751578464e-5,0.7197913732072319,1.0849984641728683
661273997,0.8,1.42,0.12,0.4,128,-0.9998523574064115,-0.0011436101746544183,11.685422579399138,11.831804681754905,-0.14638210235576743,0.8899827223429674,0.014664906085220437,-0.05108175014906644,0.49215631470875393,1.2373836083391566e-5,0.6621471947885185,1.085576708347968
661274201,0.8,1.42,0.12,0.4,128,-0.9995806611002012,-0.00025470142143205264,11.800207133037837,11.832808914981143,-0.03260178194330621,0.7156159466972374,0.00406928384837684,1.8927083095289083,0.21076239008628894,1.2373836083797593e-5,0.2837773616008369,1.0847442751407501
661274711,0.8,1.42,0.12,0.4,128,-0.9595015207493482,-0.00020650177673364726,11.800641651044968,11.827073878466873,-0.026432227421905097,0.1853290226312677,0.012521811719048705,-0.5164258417961626,0.5415726585243265,1.1248941894632913e-5,0.7432264358973578,1.0847411547245356
661275650,0.8,1.42,0.12,0.4,128,-0.9999999988029191,-0.0012327870632588733,11.674293948265252,11.832090692362389,-0.15779674409713706,0.9999159925959501,0.014058405766321913,0.43766137616930073,0.1282630252404697,6.186918041760432e-6,0.19821034872723498,1.0856582851546748
661275749,0.8,1.42,0.12,0.4,128,-0.8467343012255764,-0.00041107102462577716,11.779194563915148,11.831811655067252,-0.05261709115210422,0.4075744607345596,0.009676316986308964,1.0820519918746012,0.1942770901948836,1.3498730272098816e-5,0.2570324698412032,1.0848954480354234
